booking_id,passenger_id,flight_id,booking_date,booking_status,seat_class
812535,509973,703719,2025-06-14,Cancelled,Premium Economy
812536,507613,701096,2025-06-10,Cancelled,Premium Economy
812537,504819,702992,2025-10-25,Cancelled,Business
812538,501422,703803,2025-08-15,Completed,Business
812539,504226,709551,2025-06-30,Cancelled,Business
812540,505363,702402,2025-11-16,Confirmed,Economy
812541,505251,707340,2025-12-21,Cancelled,Economy
812542,508571,707457,2025-09-19,Completed,Business
812543,501613,707719,2025-10-02,Cancelled,Premium Economy
812544,501480,708074,2025-06-17,Completed,Economy
812545,506349,705815,2025-07-08,Confirmed,Premium Economy
812546,500069,704970,2025-07-15,Completed,Economy
812547,502227,708306,2025-12-12,Confirmed,Economy
812548,502845,708899,2025-01-03,Confirmed,Economy
812549,500088,706973,2025-08-14,Cancelled,Economy
812550,503786,705810,2025-07-25,Confirmed,Economy
812551,505351,701388,2025-08-19,Confirmed,Premium Economy
812552,507831,701546,2024-12-28,Confirmed,Premium Economy
812553,507517,709026,2025-03-07,Confirmed,Premium Economy
812554,505082,707302,2025-11-09,Completed,Business
812555,507339,709370,2025-11-07,Confirmed,Economy
812556,503143,707768,2024-10-04,Confirmed,Premium Economy
812557,501338,706451,2024-12-18,Cancelled,Business
812558,508663,702813,2025-07-31,Completed,Business
812559,504772,705441,2025-10-02,Cancelled,Economy
812560,507829,706803,2025-03-01,Cancelled,Economy
812561,507099,702982,2025-11-18,Confirmed,Economy
812562,508944,704456,2025-10-22,Completed,Premium Economy
812563,502821,707825,2025-10-27,Cancelled,Premium Economy
812564,500832,701843,2025-03-09,Completed,Economy
812565,500600,701586,2025-04-25,Cancelled,Business
812566,506740,704660,2024-12-13,Cancelled,Business
812567,508734,701533,2025-10-31,Completed,Business
812568,505391,702451,2025-09-01,Completed,Premium Economy
812569,505580,702980,2025-01-08,Cancelled,Business
812570,509304,705650,2025-03-19,Completed,Business
812571,503607,708116,2025-03-01,Completed,Economy
812572,503031,701541,2025-11-13,Completed,Economy
812573,502665,708114,2025-01-20,Cancelled,Premium Economy
812574,507819,706715,2025-12-23,Completed,Premium Economy
812575,503375,706790,2025-06-19,Cancelled,Premium Economy
812576,500192,703469,2025-04-30,Cancelled,Economy
812577,503985,706662,2025-12-20,Confirmed,Premium Economy
812578,503197,704797,2025-03-15,Confirmed,Business
812579,505303,705221,2025-02-28,Cancelled,Economy
812580,500346,706580,2024-11-20,Confirmed,Economy
812581,506769,705094,2024-12-30,Confirmed,Economy
812582,500903,700790,2025-09-25,Completed,Economy
812583,506968,707056,2024-12-10,Confirmed,Business
812584,500136,702237,2025-01-05,Completed,Business
812585,502395,705212,2025-04-05,Confirmed,Premium Economy
812586,507880,708423,2025-12-02,Confirmed,Business
812587,500829,707278,2025-01-31,Completed,Economy
812588,500947,708121,2025-12-14,Cancelled,Economy
812589,504929,700533,2025-07-28,Cancelled,Business
812590,505871,705547,2024-10-13,Completed,Premium Economy
812591,506398,709216,2025-08-04,Confirmed,Premium Economy
812592,506209,702919,2024-12-20,Cancelled,Premium Economy
812593,503376,704334,2025-07-18,Confirmed,Premium Economy
812594,506382,707765,2025-06-08,Confirmed,Business
812595,507087,709634,2025-02-04,Completed,Economy
812596,504473,702025,2025-03-23,Completed,Premium Economy
812597,500971,707470,2024-12-20,Completed,Business
812598,503944,704659,2025-12-14,Completed,Premium Economy
812599,502345,705669,2025-04-12,Cancelled,Business
812600,501089,709063,2025-06-25,Completed,Premium Economy
812601,505863,705664,2025-06-26,Cancelled,Business
812602,501932,705038,2024-12-17,Confirmed,Business
812603,501476,708151,2025-08-20,Cancelled,Economy
812604,507493,708365,2025-06-14,Completed,Business
812605,503350,705433,2024-12-16,Cancelled,Business
812606,503005,704207,2025-10-26,Completed,Economy
812607,500323,700406,2025-11-07,Completed,Premium Economy
812608,502162,705630,2025-12-01,Cancelled,Premium Economy
812609,508882,700348,2025-08-06,Confirmed,Premium Economy
812610,505852,700155,2025-01-28,Completed,Economy
812611,500414,708539,2025-04-06,Cancelled,Economy
812612,504326,701809,2025-08-09,Cancelled,Business
812613,509850,708750,2025-05-16,Cancelled,Business
812614,506323,706415,2024-10-31,Cancelled,Premium Economy
812615,502952,708114,2025-08-17,Confirmed,Economy
812616,503877,704200,2025-11-09,Cancelled,Economy
812617,505337,709255,2025-12-21,Confirmed,Premium Economy
812618,509311,703356,2025-09-01,Cancelled,Economy
812619,507479,702529,2025-12-24,Cancelled,Business
812620,502737,703355,2025-04-27,Confirmed,Economy
812621,505991,706712,2025-07-03,Completed,Premium Economy
812622,505208,701842,2025-09-04,Confirmed,Premium Economy
812623,501034,705914,2025-02-10,Confirmed,Economy
812624,500094,701727,2025-08-05,Cancelled,Premium Economy
812625,503530,705579,2025-08-18,Completed,Economy
812626,503688,707851,2024-11-11,Cancelled,Business
812627,506519,701537,2025-09-06,Cancelled,Business
812628,508291,704578,2025-07-09,Confirmed,Business
812629,507592,702770,2025-07-26,Completed,Premium Economy
812630,502441,700635,2025-10-28,Completed,Business
812631,509297,702805,2025-04-24,Cancelled,Premium Economy
812632,501997,708129,2025-03-23,Confirmed,Economy
812633,505931,708726,2024-12-03,Completed,Business
812634,507438,703358,2025-10-21,Confirmed,Economy
812635,507473,704072,2025-12-03,Completed,Premium Economy
812636,509656,702425,2025-03-31,Confirmed,Premium Economy
812637,500828,703228,2025-06-12,Cancelled,Premium Economy
812638,505708,700005,2024-10-07,Completed,Economy
812639,509733,706695,2024-12-23,Completed,Premium Economy
812640,505122,704281,2025-09-14,Completed,Economy
812641,509642,700275,2024-11-11,Completed,Business
812642,505903,705957,2024-12-12,Cancelled,Business
812643,507491,707555,2025-06-04,Confirmed,Business
812644,506961,705243,2024-12-29,Confirmed,Economy
812645,502297,704226,2025-02-08,Completed,Economy
812646,507483,705109,2025-11-09,Cancelled,Economy
812647,501103,706634,2025-07-15,Cancelled,Business
812648,504257,705138,2025-10-21,Confirmed,Premium Economy
812649,500381,700940,2024-10-13,Confirmed,Premium Economy
812650,507211,705690,2025-05-24,Cancelled,Premium Economy
812651,502972,701785,2024-10-02,Confirmed,Business
812652,504234,703822,2025-12-20,Cancelled,Business
812653,504051,706341,2025-04-20,Confirmed,Premium Economy
812654,501789,707461,2025-09-10,Confirmed,Business
812655,500930,709150,2025-01-29,Confirmed,Economy
812656,506542,703808,2025-10-01,Confirmed,Economy
812657,502522,706483,2024-10-24,Completed,Economy
812658,504344,709004,2025-06-11,Completed,Premium Economy
812659,507892,709413,2025-10-25,Confirmed,Business
812660,508719,701400,2025-06-23,Cancelled,Economy
812661,505435,700164,2024-12-22,Cancelled,Premium Economy
812662,507609,703462,2024-11-30,Confirmed,Business
812663,506119,707076,2025-07-28,Cancelled,Economy
812664,505631,700782,2025-08-09,Completed,Economy
812665,501936,703531,2025-06-13,Cancelled,Premium Economy
812666,503310,702874,2025-01-29,Confirmed,Business
812667,509804,702343,2024-11-14,Confirmed,Premium Economy
812668,505778,706725,2025-10-10,Confirmed,Economy
812669,504005,706149,2025-09-28,Confirmed,Business
812670,502782,703658,2025-11-15,Completed,Economy
812671,509136,707750,2025-12-01,Confirmed,Premium Economy
812672,502252,709131,2025-10-12,Confirmed,Premium Economy
812673,501467,708020,2025-06-10,Completed,Business
812674,506933,705097,2025-02-11,Confirmed,Premium Economy
812675,502243,703950,2025-02-10,Completed,Business
812676,503741,705176,2025-07-31,Completed,Premium Economy
812677,506034,705361,2025-05-27,Confirmed,Economy
812678,505951,709868,2025-01-30,Cancelled,Economy
812679,506125,703334,2025-10-13,Confirmed,Premium Economy
812680,507103,700217,2025-01-03,Confirmed,Premium Economy
812681,504699,708178,2024-12-29,Confirmed,Business
812682,508268,701475,2025-08-02,Confirmed,Premium Economy
812683,507326,704229,2024-12-05,Confirmed,Business
812684,506419,704406,2025-12-06,Cancelled,Premium Economy
812685,500748,701644,2025-03-12,Confirmed,Business
812686,502492,708812,2025-06-11,Cancelled,Economy
812687,504740,701381,2025-05-21,Completed,Business
812688,503613,705337,2025-06-16,Confirmed,Business
812689,508056,709077,2024-11-05,Cancelled,Premium Economy
812690,507283,700892,2025-01-23,Cancelled,Premium Economy
812691,503733,702336,2025-12-14,Confirmed,Economy
812692,507988,703005,2024-10-11,Completed,Business
812693,504714,701204,2025-07-14,Confirmed,Business
812694,504471,708472,2025-12-21,Cancelled,Economy
812695,504863,702975,2025-03-08,Confirmed,Economy
812696,500191,706697,2025-08-07,Cancelled,Business
812697,504520,702317,2025-04-23,Completed,Economy
812698,503450,707019,2025-05-22,Completed,Premium Economy
812699,506459,708110,2025-11-28,Cancelled,Premium Economy
812700,500969,704403,2025-08-10,Confirmed,Business
812701,506809,709786,2025-02-08,Confirmed,Premium Economy
812702,506016,704698,2025-08-12,Completed,Economy
812703,509170,706863,2025-11-09,Confirmed,Economy
812704,500996,703947,2025-04-22,Confirmed,Economy
812705,504182,705730,2025-05-23,Cancelled,Premium Economy
812706,509928,700802,2025-06-06,Confirmed,Business
812707,500480,706877,2025-06-30,Completed,Economy
812708,507897,709600,2024-12-06,Completed,Economy
812709,507587,701563,2025-07-10,Completed,Business
812710,502798,703786,2025-02-08,Cancelled,Economy
812711,508715,703761,2025-08-17,Cancelled,Economy
812712,501915,706280,2025-10-04,Confirmed,Economy
812713,500964,704868,2025-08-20,Completed,Business
812714,509995,709358,2025-11-21,Completed,Premium Economy
812715,500540,707002,2025-09-18,Cancelled,Economy
812716,503190,703678,2025-01-23,Confirmed,Business
812717,500362,709763,2025-11-06,Confirmed,Premium Economy
812718,500844,704755,2025-09-22,Confirmed,Economy
812719,505102,705943,2025-04-03,Completed,Business
812720,505025,701088,2024-11-24,Completed,Business
812721,500791,702942,2024-12-06,Confirmed,Business
812722,500961,702388,2025-04-09,Completed,Economy
812723,506535,703070,2024-10-07,Confirmed,Economy
812724,501966,704142,2025-07-21,Confirmed,Economy
812725,503944,700854,2024-12-21,Completed,Economy
812726,503967,708482,2024-11-25,Completed,Premium Economy
812727,509217,700154,2025-10-23,Cancelled,Economy
812728,503100,704175,2025-12-12,Confirmed,Business
812729,507066,705675,2025-03-09,Cancelled,Economy
812730,500338,704920,2025-09-03,Cancelled,Premium Economy
812731,507088,700673,2025-05-12,Cancelled,Premium Economy
812732,502106,700066,2025-04-14,Confirmed,Premium Economy
812733,504770,707068,2025-12-03,Cancelled,Economy
812734,508105,706391,2025-02-18,Cancelled,Economy
812735,502392,709127,2025-10-26,Completed,Business
812736,509022,707553,2025-06-09,Cancelled,Economy
812737,500391,701744,2025-05-08,Completed,Economy
812738,502224,703045,2024-10-16,Confirmed,Business
812739,505354,700835,2025-07-22,Confirmed,Business
812740,505312,707149,2025-01-10,Confirmed,Premium Economy
812741,502377,708510,2025-07-22,Confirmed,Premium Economy
812742,503797,707600,2025-11-06,Completed,Economy
812743,501165,705187,2025-07-22,Completed,Business
812744,506205,700414,2025-12-12,Completed,Business
812745,509568,704760,2024-10-27,Cancelled,Premium Economy
812746,504267,702271,2025-05-15,Confirmed,Business
812747,506473,707712,2025-03-06,Confirmed,Business
812748,500495,705893,2025-08-06,Cancelled,Business
812749,503358,707491,2025-09-28,Completed,Premium Economy
812750,508030,700906,2024-11-25,Confirmed,Premium Economy
812751,509544,701193,2024-11-11,Completed,Premium Economy
812752,505788,702112,2025-08-31,Cancelled,Economy
812753,508936,708172,2024-10-31,Completed,Economy
812754,502579,700679,2024-10-10,Confirmed,Premium Economy
812755,508896,704456,2025-04-08,Confirmed,Business
812756,500632,703549,2025-06-12,Confirmed,Premium Economy
812757,507272,705301,2025-08-28,Confirmed,Business
812758,500451,707405,2024-12-06,Completed,Economy
812759,506385,702268,2025-09-23,Confirmed,Economy
812760,502748,706859,2024-12-05,Cancelled,Premium Economy
812761,509140,700598,2025-02-25,Confirmed,Business
812762,503520,707843,2025-03-20,Cancelled,Economy
812763,507531,706552,2025-04-01,Completed,Economy
812764,505686,709876,2024-11-14,Cancelled,Premium Economy
812765,504685,707449,2025-02-09,Confirmed,Economy
812766,504879,705775,2025-11-23,Confirmed,Premium Economy
812767,502839,700016,2025-04-16,Completed,Business
812768,506162,700397,2025-06-06,Completed,Business
812769,503575,701702,2025-09-02,Completed,Business
812770,509846,704991,2025-10-13,Confirmed,Premium Economy
812771,503146,709104,2025-11-08,Confirmed,Premium Economy
812772,507493,708080,2025-03-21,Completed,Premium Economy
812773,502695,700938,2025-10-26,Completed,Economy
812774,500951,701017,2025-02-09,Confirmed,Economy
812775,502477,704355,2025-09-03,Cancelled,Business
812776,504759,701454,2025-03-31,Cancelled,Premium Economy
812777,506576,705522,2025-01-31,Cancelled,Premium Economy
812778,504130,702386,2025-07-31,Cancelled,Premium Economy
812779,507858,704681,2025-09-23,Cancelled,Premium Economy
812780,506629,708950,2025-08-11,Confirmed,Premium Economy
812781,502007,708099,2025-07-17,Confirmed,Business
812782,509178,706529,2025-03-07,Cancelled,Premium Economy
812783,509480,706078,2025-09-16,Completed,Business
812784,508841,708973,2024-10-12,Completed,Business
812785,508778,702635,2025-07-24,Confirmed,Business
812786,501640,708066,2025-04-12,Confirmed,Economy
812787,503150,708045,2025-08-28,Cancelled,Premium Economy
812788,504075,707689,2025-09-02,Confirmed,Business
812789,507287,701774,2025-01-19,Cancelled,Economy
812790,504145,709755,2025-11-13,Confirmed,Economy
812791,509554,701514,2025-08-25,Cancelled,Economy
812792,503493,707464,2025-07-10,Completed,Business
812793,500427,703253,2025-04-02,Confirmed,Business
812794,503080,709170,2025-11-13,Confirmed,Business
812795,503566,703926,2025-01-11,Cancelled,Business
812796,505429,703295,2025-05-28,Completed,Business
812797,507629,701489,2025-12-09,Cancelled,Economy
812798,509953,702310,2025-07-10,Cancelled,Economy
812799,504979,708373,2024-11-02,Confirmed,Business
812800,509647,704699,2025-07-22,Completed,Premium Economy
812801,509041,703971,2025-06-14,Completed,Premium Economy
812802,502432,701656,2025-07-01,Completed,Economy
812803,501428,702757,2025-06-24,Completed,Business
812804,505527,705354,2025-01-08,Completed,Business
812805,505319,706923,2025-04-23,Completed,Premium Economy
812806,505566,709511,2025-04-01,Cancelled,Premium Economy
812807,508147,702926,2025-05-12,Confirmed,Premium Economy
812808,507140,704660,2025-10-09,Completed,Business
812809,501536,705701,2024-11-10,Confirmed,Business
812810,506483,707909,2025-06-21,Cancelled,Economy
812811,502965,709512,2025-10-29,Confirmed,Premium Economy
812812,507672,700209,2025-05-06,Cancelled,Economy
812813,508165,709144,2025-05-21,Confirmed,Economy
812814,507840,706970,2025-07-06,Completed,Business
812815,505475,707785,2025-08-11,Cancelled,Business
812816,509973,707101,2024-10-06,Confirmed,Economy
812817,505204,707612,2025-02-17,Confirmed,Premium Economy
812818,507460,709845,2025-01-13,Completed,Business
812819,507031,706595,2025-03-04,Confirmed,Premium Economy
812820,504074,703957,2025-04-21,Completed,Business
812821,502250,701783,2025-11-28,Cancelled,Business
812822,504475,706452,2025-09-23,Confirmed,Business
812823,501779,707214,2025-10-17,Completed,Economy
812824,509706,705423,2025-01-10,Confirmed,Premium Economy
812825,500416,700698,2025-07-03,Cancelled,Premium Economy
812826,505138,702252,2025-04-14,Completed,Premium Economy
812827,500935,707779,2025-10-15,Completed,Premium Economy
812828,509892,700658,2025-12-09,Confirmed,Business
812829,500304,706389,2025-03-23,Confirmed,Premium Economy
812830,500793,703781,2024-10-28,Cancelled,Business
812831,504446,704715,2025-12-03,Confirmed,Economy
812832,504824,702292,2025-07-02,Cancelled,Economy
812833,507041,708474,2025-10-11,Cancelled,Business
812834,501129,709201,2024-10-09,Completed,Premium Economy
812835,509385,703824,2025-02-21,Cancelled,Business
812836,500586,704129,2025-01-15,Completed,Economy
812837,505978,703989,2025-03-13,Cancelled,Premium Economy
812838,509841,700509,2025-02-04,Confirmed,Premium Economy
812839,507900,709139,2025-12-06,Confirmed,Economy
812840,505538,702818,2025-08-18,Cancelled,Premium Economy
812841,500849,705880,2025-02-20,Cancelled,Economy
812842,507655,701444,2025-04-27,Confirmed,Business
812843,503738,707647,2025-06-16,Completed,Business
812844,501963,703211,2025-06-06,Cancelled,Premium Economy
812845,504710,707763,2025-12-10,Confirmed,Premium Economy
812846,505946,700659,2024-10-28,Cancelled,Economy
812847,504611,704874,2025-09-11,Completed,Economy
812848,508022,702552,2025-01-06,Confirmed,Business
812849,502842,702597,2025-09-07,Completed,Business
812850,501773,706523,2025-08-28,Completed,Business
812851,506452,706110,2025-11-06,Confirmed,Business
812852,509744,708325,2024-10-03,Cancelled,Economy
812853,506015,703271,2025-06-07,Confirmed,Premium Economy
812854,507592,702515,2025-05-25,Confirmed,Economy
812855,505212,707149,2024-12-19,Completed,Premium Economy
812856,508619,700802,2025-05-16,Completed,Business
812857,506639,702135,2025-01-19,Cancelled,Premium Economy
812858,500026,707378,2025-11-28,Completed,Premium Economy
812859,502847,706123,2025-04-07,Confirmed,Business
812860,502272,702670,2025-12-07,Cancelled,Business
812861,507342,705669,2025-03-30,Confirmed,Economy
812862,509438,705427,2024-12-03,Confirmed,Premium Economy
812863,502505,705939,2025-11-14,Confirmed,Business
812864,507329,701392,2024-12-30,Cancelled,Business
812865,508723,702011,2025-09-27,Confirmed,Business
812866,505522,709687,2025-01-22,Confirmed,Economy
812867,501691,703290,2024-10-24,Cancelled,Business
812868,500808,709682,2025-08-23,Cancelled,Economy
812869,501214,702312,2024-12-09,Completed,Business
812870,509197,703786,2024-12-16,Completed,Business
812871,502665,701463,2025-12-06,Completed,Business
812872,502168,700877,2025-05-13,Cancelled,Economy
812873,507836,708876,2025-01-17,Cancelled,Business
812874,502846,709091,2025-01-30,Cancelled,Premium Economy
812875,504704,708936,2025-02-03,Confirmed,Premium Economy
812876,505305,707515,2024-10-23,Confirmed,Premium Economy
812877,506957,702664,2024-10-21,Cancelled,Economy
812878,501522,704876,2025-06-29,Completed,Economy
812879,501322,702470,2024-12-20,Completed,Business
812880,507546,708373,2025-03-23,Confirmed,Economy
812881,504074,700143,2025-10-13,Cancelled,Business
812882,509584,704949,2025-05-25,Confirmed,Economy
812883,500313,704748,2025-08-19,Cancelled,Economy
812884,509575,704208,2025-06-13,Confirmed,Business
812885,504426,708963,2024-12-24,Completed,Economy
812886,503769,709369,2025-01-24,Cancelled,Premium Economy
812887,508743,707965,2025-11-28,Completed,Economy
812888,509912,701432,2025-05-22,Confirmed,Premium Economy
812889,504346,700084,2025-11-19,Cancelled,Economy
812890,501492,708818,2025-03-07,Cancelled,Business
812891,501955,702808,2025-04-14,Cancelled,Economy
812892,508006,702116,2025-09-18,Completed,Premium Economy
812893,505921,700591,2025-10-25,Cancelled,Business
812894,504414,700371,2025-03-02,Confirmed,Economy
812895,505663,704457,2024-12-06,Completed,Business
812896,508882,700238,2025-08-25,Confirmed,Premium Economy
812897,503567,707511,2025-10-12,Confirmed,Premium Economy
812898,507373,705380,2025-09-17,Completed,Business
812899,500263,703215,2025-03-12,Confirmed,Economy
812900,502390,705742,2025-05-31,Confirmed,Business
812901,502242,704572,2025-09-18,Completed,Premium Economy
812902,509620,701249,2025-07-24,Confirmed,Business
812903,506697,708685,2024-12-18,Cancelled,Business
812904,503639,704574,2025-08-12,Confirmed,Business
812905,509791,708812,2025-04-06,Completed,Business
812906,505473,707463,2025-08-01,Completed,Business
812907,508264,703266,2025-08-12,Cancelled,Premium Economy
812908,509488,705238,2025-04-15,Cancelled,Economy
812909,500890,701786,2024-11-16,Completed,Premium Economy
812910,508151,703143,2024-10-18,Cancelled,Business
812911,503750,705681,2025-10-23,Cancelled,Business
812912,506298,703272,2024-11-04,Confirmed,Economy
812913,501683,708146,2025-08-30,Confirmed,Premium Economy
812914,504619,709567,2024-10-27,Completed,Economy
812915,500348,703757,2025-10-07,Confirmed,Business
812916,508923,708246,2025-02-14,Confirmed,Premium Economy
812917,506813,709651,2025-04-19,Completed,Economy
812918,506035,704117,2025-05-10,Completed,Economy
812919,504833,704677,2024-12-05,Cancelled,Premium Economy
812920,503049,704139,2025-06-17,Confirmed,Economy
812921,509101,703960,2024-11-20,Cancelled,Economy
812922,504864,708245,2025-12-04,Cancelled,Premium Economy
812923,504638,705324,2024-10-31,Confirmed,Business
812924,502556,707375,2025-01-02,Cancelled,Business
812925,504635,709102,2024-11-06,Completed,Business
812926,502837,704723,2025-07-11,Completed,Business
812927,501105,707919,2025-01-14,Confirmed,Premium Economy
812928,508004,700642,2025-05-04,Completed,Premium Economy
812929,502717,707913,2025-10-13,Completed,Premium Economy
812930,502181,709683,2025-03-23,Cancelled,Business
812931,500381,701083,2025-03-05,Confirmed,Business
812932,508178,708502,2025-09-13,Confirmed,Business
812933,508603,708099,2025-10-07,Confirmed,Premium Economy
812934,504679,708435,2025-01-12,Cancelled,Economy
812935,504570,700132,2025-08-04,Confirmed,Premium Economy
812936,505400,702764,2025-03-27,Confirmed,Economy
812937,509782,703077,2024-10-02,Confirmed,Premium Economy
812938,509088,707242,2025-07-19,Completed,Economy
812939,508271,707618,2025-03-24,Cancelled,Business
812940,508774,709031,2025-03-19,Completed,Premium Economy
812941,509547,707791,2025-10-18,Confirmed,Business
812942,501030,707934,2025-10-16,Completed,Premium Economy
812943,508235,703423,2025-10-12,Completed,Business
812944,507683,703236,2024-10-01,Confirmed,Premium Economy
812945,507190,704054,2025-11-19,Cancelled,Premium Economy
812946,502538,708062,2025-11-11,Completed,Economy
812947,504399,707557,2025-12-04,Confirmed,Premium Economy
812948,505790,703646,2024-10-28,Confirmed,Premium Economy
812949,502917,709264,2025-07-29,Confirmed,Premium Economy
812950,500694,708608,2025-02-07,Confirmed,Business
812951,506187,703677,2025-01-13,Confirmed,Premium Economy
812952,505173,705525,2025-07-20,Completed,Premium Economy
812953,500353,708822,2025-12-06,Confirmed,Premium Economy
812954,506066,706852,2025-01-18,Cancelled,Economy
812955,505840,704649,2024-11-03,Completed,Business
812956,506849,707805,2024-12-01,Completed,Premium Economy
812957,505529,708325,2024-11-07,Cancelled,Business
812958,507288,704320,2025-06-02,Confirmed,Economy
812959,506001,703184,2025-05-07,Confirmed,Economy
812960,502636,705775,2025-08-05,Confirmed,Business
812961,501519,703926,2025-09-18,Cancelled,Business
812962,505014,701615,2025-02-11,Completed,Economy
812963,509712,706262,2024-12-14,Completed,Premium Economy
812964,509167,708316,2025-04-16,Completed,Economy
812965,505297,702636,2025-08-21,Cancelled,Economy
812966,501168,700519,2025-07-07,Completed,Business
812967,509137,703619,2025-10-16,Cancelled,Business
812968,505037,700472,2025-03-26,Completed,Business
812969,500637,708339,2025-12-20,Confirmed,Premium Economy
812970,509047,708319,2024-12-31,Completed,Business
812971,500029,700912,2025-11-19,Cancelled,Premium Economy
812972,505670,704275,2025-05-05,Confirmed,Premium Economy
812973,505122,707571,2025-07-08,Completed,Business
812974,508915,707078,2025-06-27,Confirmed,Premium Economy
812975,507569,706958,2025-09-01,Completed,Premium Economy
812976,506483,700543,2025-06-30,Completed,Premium Economy
812977,505882,705633,2025-08-03,Confirmed,Economy
812978,503156,707893,2025-10-15,Cancelled,Premium Economy
812979,507984,701071,2025-02-17,Completed,Business
812980,503152,703753,2025-07-10,Completed,Business
812981,507507,701655,2025-10-07,Cancelled,Business
812982,507148,704715,2024-11-29,Cancelled,Premium Economy
812983,505821,709362,2025-01-29,Completed,Premium Economy
812984,505752,703446,2025-10-26,Cancelled,Business
812985,502205,706164,2025-03-05,Cancelled,Business
812986,502891,706589,2025-11-02,Cancelled,Economy
812987,504249,707612,2025-08-19,Completed,Business
812988,500305,702571,2024-10-12,Confirmed,Premium Economy
812989,505486,700517,2024-11-07,Cancelled,Premium Economy
812990,502152,708006,2025-05-31,Cancelled,Economy
812991,507582,701919,2025-11-02,Cancelled,Business
812992,502041,709843,2025-09-06,Completed,Economy
812993,508856,702166,2025-10-07,Completed,Premium Economy
812994,501090,705190,2025-06-22,Completed,Economy
812995,502606,705260,2025-03-20,Confirmed,Business
812996,501434,709481,2024-11-09,Confirmed,Premium Economy
812997,502725,704985,2025-08-25,Cancelled,Economy
812998,505748,706167,2025-08-08,Cancelled,Business
812999,502447,705206,2025-05-13,Confirmed,Premium Economy
813000,507653,703488,2025-06-11,Cancelled,Economy
813001,508560,700861,2025-02-12,Confirmed,Economy
813002,501986,703670,2024-11-04,Completed,Business
813003,508550,700468,2025-08-09,Completed,Economy
813004,509481,705430,2025-12-14,Cancelled,Premium Economy
813005,509467,707030,2025-06-23,Completed,Business
813006,501405,702926,2025-03-07,Cancelled,Premium Economy
813007,506429,705880,2025-04-12,Confirmed,Economy
813008,500198,703302,2025-01-21,Completed,Economy
813009,509833,701507,2025-05-13,Cancelled,Economy
813010,509882,703652,2025-11-07,Confirmed,Business
813011,506901,703526,2025-09-02,Confirmed,Economy
813012,502735,703959,2025-04-25,Cancelled,Premium Economy
813013,508121,701990,2024-11-25,Cancelled,Premium Economy
813014,501881,709004,2025-02-22,Cancelled,Premium Economy
813015,503320,708479,2025-05-11,Confirmed,Premium Economy
813016,503639,702871,2024-10-19,Confirmed,Premium Economy
813017,506070,708809,2024-10-15,Completed,Business
813018,502767,706916,2025-11-22,Cancelled,Business
813019,502712,702101,2025-08-16,Completed,Premium Economy
813020,502731,708878,2025-01-25,Completed,Business
813021,501235,703973,2025-06-08,Completed,Premium Economy
813022,504201,700669,2025-12-18,Completed,Premium Economy
813023,509684,703872,2025-12-14,Cancelled,Business
813024,509381,706982,2024-12-13,Completed,Premium Economy
813025,501895,708944,2025-06-06,Confirmed,Economy
813026,500285,709140,2025-03-24,Completed,Business
813027,506832,707380,2025-09-19,Completed,Business
813028,503146,709911,2025-09-06,Cancelled,Premium Economy
813029,508559,700509,2025-08-31,Cancelled,Premium Economy
813030,504375,709633,2025-01-27,Completed,Premium Economy
813031,504252,708088,2025-12-03,Cancelled,Business
813032,509220,709307,2024-11-21,Completed,Economy
813033,500292,706962,2025-05-29,Confirmed,Premium Economy
813034,507306,700465,2025-07-19,Cancelled,Premium Economy
813035,506339,709823,2024-11-12,Cancelled,Economy
813036,505268,704601,2025-05-31,Confirmed,Premium Economy
813037,505314,702442,2024-12-08,Confirmed,Economy
813038,507588,708632,2025-07-14,Cancelled,Business
813039,500124,700046,2025-10-20,Cancelled,Economy
813040,501857,704656,2025-01-25,Cancelled,Business
813041,507352,709191,2025-02-25,Confirmed,Premium Economy
813042,502023,706988,2024-10-09,Cancelled,Business
813043,503299,703341,2024-11-14,Completed,Business
813044,506627,709979,2025-12-06,Confirmed,Economy
813045,501757,700489,2024-12-19,Confirmed,Premium Economy
813046,509016,700263,2025-10-25,Cancelled,Economy
813047,506485,700915,2025-05-13,Confirmed,Economy
813048,507240,701758,2024-11-01,Cancelled,Economy
813049,507437,706130,2025-05-09,Completed,Premium Economy
813050,501359,700095,2025-03-20,Confirmed,Economy
813051,506008,702972,2025-02-23,Confirmed,Business
813052,501427,706974,2025-04-19,Completed,Business
813053,502814,706311,2024-11-22,Cancelled,Business
813054,500246,703091,2025-02-09,Confirmed,Business
813055,507225,700221,2024-11-30,Completed,Economy
813056,509919,703035,2024-11-17,Confirmed,Business
813057,501180,707326,2024-11-28,Completed,Business
813058,504909,703115,2025-05-31,Completed,Economy
813059,504447,707294,2025-03-16,Completed,Business
813060,500372,708348,2025-03-11,Completed,Premium Economy
813061,509482,702820,2025-12-14,Confirmed,Economy
813062,507645,706813,2025-06-17,Completed,Economy
813063,501661,703824,2025-05-24,Cancelled,Business
813064,508363,704323,2025-10-21,Completed,Business
813065,503212,702520,2025-06-08,Confirmed,Premium Economy
813066,505447,703631,2025-09-06,Confirmed,Business
813067,508893,700473,2025-07-10,Confirmed,Business
813068,500404,708110,2025-02-12,Completed,Economy
813069,505855,701828,2025-06-22,Confirmed,Economy
813070,501969,709687,2025-01-28,Completed,Economy
813071,504503,709909,2025-11-28,Confirmed,Premium Economy
