flight_id,flight_no,origin_airport,destination_airport,flight_date,base_fare
702127,FL3126,6030,6004,2025-11-09,74591.01
702128,FL3127,6013,6015,2025-08-17,5813.46
702129,FL3128,6001,6001,2025-07-11,59552.82
702130,FL3129,6015,6005,2025-04-23,38101.77
702131,FL3130,6018,6014,2025-07-09,32935.67
702132,FL3131,6024,6006,2025-06-05,23907.31
702133,FL3132,6025,6009,2025-02-02,63774.89
702134,FL3133,6015,6009,2025-01-11,38816.2
702135,FL3134,6010,6011,2025-09-26,48743.01
702136,FL3135,6017,6027,2025-09-17,23739.11
702137,FL3136,6018,6025,2025-01-01,63746.44
702138,FL3137,6024,6026,2025-09-26,69313.43
702139,FL3138,6007,6014,2025-10-31,56642.65
702140,FL3139,6024,6017,2025-08-22,64328.54
702141,FL3140,6005,6011,2025-12-30,22046.15
702142,FL3141,6025,6026,2025-06-20,59728.0
702143,FL3142,6015,6027,2025-03-22,43493.75
702144,FL3143,6012,6030,2025-05-03,36123.82
702145,FL3144,6025,6005,2025-05-28,67831.27
702146,FL3145,6028,6025,2025-11-24,52191.46
702147,FL3146,6009,6002,2025-09-29,54674.31
702148,FL3147,6016,6027,2025-09-22,24590.16
702149,FL3148,6029,6008,2025-06-27,63173.52
702150,FL3149,6019,6023,2025-05-22,17379.77
702151,FL3150,6013,6027,2025-02-19,5191.33
702152,FL3151,6013,6030,2025-04-24,8524.95
702153,FL3152,6026,6011,2025-11-24,15889.02
702154,FL3153,6003,6011,2025-04-10,64152.56
702155,FL3154,6025,6018,2025-08-01,51292.7
702156,FL3155,6012,6025,2025-08-17,12253.63
702157,FL3156,6006,6016,2025-01-07,18562.1
702158,FL3157,6010,6011,2025-04-13,2630.74
702159,FL3158,6004,6025,2025-07-28,52390.84
702160,FL3159,6022,6016,2025-05-30,51419.28
702161,FL3160,6021,6009,2025-05-05,52595.51
702162,FL3161,6019,6009,2025-12-23,34247.9
702163,FL3162,6017,6008,2025-05-10,5773.65
702164,FL3163,6019,6015,2025-12-30,11571.12
702165,FL3164,6007,6016,2025-09-03,61209.93
702166,FL3165,6019,6013,2025-07-31,30343.97
702167,FL3166,6015,6022,2025-04-15,40544.36
702168,FL3167,6007,6023,2025-04-23,74613.21
702169,FL3168,6022,6011,2025-03-15,63763.94
702170,FL3169,6021,6024,2025-11-23,31954.26
702171,FL3170,6017,6009,2025-12-17,53402.51
702172,FL3171,6029,6016,2025-10-12,73410.12
702173,FL3172,6017,6010,2025-06-06,8402.6
702174,FL3173,6003,6005,2025-07-25,17243.32
702175,FL3174,6004,6015,2025-12-04,69904.79
702176,FL3175,6016,6019,2025-12-09,25374.02
702177,FL3176,6009,6003,2025-03-05,56638.11
702178,FL3177,6026,6025,2025-07-18,43961.93
702179,FL3178,6012,6006,2025-11-24,13468.14
702180,FL3179,6028,6006,2025-10-09,68113.38
702181,FL3180,6007,6009,2025-03-29,16959.38
702182,FL3181,6011,6014,2025-12-10,11973.9
702183,FL3182,6018,6030,2025-12-24,30964.59
702184,FL3183,6005,6015,2025-06-03,20942.3
702185,FL3184,6002,6024,2025-07-06,50612.87
702186,FL3185,6025,6024,2025-06-08,47029.11
702187,FL3186,6023,6028,2025-03-15,31666.04
702188,FL3187,6023,6009,2025-09-12,14894.93
702189,FL3188,6009,6002,2025-05-18,41972.95
702190,FL3189,6005,6029,2025-09-27,67822.42
702191,FL3190,6005,6006,2025-01-21,61601.83
702192,FL3191,6023,6005,2025-10-21,73063.4
702193,FL3192,6004,6030,2025-06-20,71582.27
702194,FL3193,6017,6020,2025-11-12,6201.38
702195,FL3194,6027,6010,2025-09-13,17980.5
702196,FL3195,6022,6007,2025-06-10,68198.86
702197,FL3196,6007,6015,2025-01-13,55163.71
702198,FL3197,6003,6028,2025-12-18,13319.76
702199,FL3198,6006,6019,2025-09-24,46377.44
702200,FL3199,6017,6026,2025-03-06,31407.76
702201,FL3200,6019,6007,2025-08-20,31759.33
702202,FL3201,6030,6009,2025-10-03,6382.12
702203,FL3202,6011,6019,2025-02-27,55709.05
702204,FL3203,6023,6015,2025-12-23,49164.45
702205,FL3204,6027,6029,2025-04-22,15401.89
702206,FL3205,6003,6027,2025-08-31,68414.27
702207,FL3206,6003,6024,2025-10-07,61208.56
702208,FL3207,6005,6008,2025-03-28,60571.61
702209,FL3208,6013,6026,2025-01-28,15380.83
702210,FL3209,6020,6019,2025-10-31,67769.83
702211,FL3210,6015,6015,2025-02-12,24197.68
702212,FL3211,6001,6001,2025-10-18,70284.84
702213,FL3212,6025,6023,2025-12-05,65817.92
702214,FL3213,6004,6023,2025-10-21,11862.05
702215,FL3214,6008,6004,2025-09-20,37399.63
702216,FL3215,6020,6016,2025-01-09,11576.36
702217,FL3216,6011,6010,2025-12-26,9936.6
702218,FL3217,6021,6020,2025-04-23,36551.96
702219,FL3218,6020,6022,2025-08-25,30072.79
702220,FL3219,6012,6026,2025-06-11,42279.91
702221,FL3220,6002,6013,2025-08-23,48142.18
702222,FL3221,6007,6018,2025-03-23,4222.2
702223,FL3222,6014,6003,2025-08-06,73774.05
702224,FL3223,6025,6013,2025-05-03,58738.49
702225,FL3224,6009,6019,2025-10-17,24152.46
702226,FL3225,6012,6003,2025-03-13,37340.86
702227,FL3226,6008,6008,2025-07-18,4686.95
702228,FL3227,6001,6010,2025-05-06,45688.26
702229,FL3228,6019,6018,2025-02-28,34648.91
702230,FL3229,6008,6008,2025-01-24,26946.78
702231,FL3230,6001,6021,2025-03-11,33832.6
702232,FL3231,6021,6021,2025-09-30,30616.76
702233,FL3232,6026,6010,2025-01-29,26974.22
702234,FL3233,6010,6013,2025-09-29,56992.66
702235,FL3234,6009,6005,2025-04-30,33251.44
702236,FL3235,6005,6007,2025-11-06,43735.1
702237,FL3236,6016,6011,2025-09-14,64623.95
702238,FL3237,6006,6016,2025-10-28,63324.13
702239,FL3238,6022,6004,2025-10-11,15126.18
702240,FL3239,6017,6018,2025-10-23,54003.94
702241,FL3240,6017,6023,2025-11-08,61359.47
702242,FL3241,6011,6005,2025-01-30,71562.8
702243,FL3242,6006,6013,2025-10-19,34535.87
702244,FL3243,6018,6020,2025-09-12,7666.08
702245,FL3244,6030,6007,2025-10-17,24522.57
702246,FL3245,6001,6005,2025-07-30,70055.8
702247,FL3246,6010,6023,2025-10-08,74834.4
702248,FL3247,6028,6007,2025-05-14,7726.97
702249,FL3248,6025,6007,2025-04-14,10831.85
702250,FL3249,6004,6027,2025-02-18,4952.28
702251,FL3250,6019,6002,2025-11-20,70457.82
702252,FL3251,6013,6014,2025-01-10,23943.69
702253,FL3252,6027,6009,2025-12-05,65716.73
702254,FL3253,6004,6025,2025-03-22,54816.24
702255,FL3254,6004,6024,2025-01-23,72641.04
702256,FL3255,6023,6017,2025-10-26,4356.79
702257,FL3256,6025,6016,2025-10-05,74308.52
702258,FL3257,6028,6016,2025-12-22,9078.95
702259,FL3258,6020,6018,2025-12-18,67758.73
702260,FL3259,6030,6018,2025-07-01,40224.38
702261,FL3260,6013,6030,2025-05-20,51061.61
702262,FL3261,6021,6022,2025-07-28,13542.28
702263,FL3262,6023,6005,2025-06-08,34669.64
702264,FL3263,6030,6017,2025-08-23,9839.14
702265,FL3264,6006,6006,2025-02-09,15788.35
702266,FL3265,6024,6003,2025-02-17,68018.26
702267,FL3266,6026,6002,2025-03-28,31809.2
702268,FL3267,6020,6021,2025-06-22,41065.65
702269,FL3268,6014,6026,2025-09-09,23480.74
702270,FL3269,6026,6006,2025-08-27,49066.76
702271,FL3270,6014,6004,2025-08-07,68228.85
702272,FL3271,6001,6009,2025-12-07,42256.66
702273,FL3272,6015,6006,2025-11-23,32250.19
702274,FL3273,6003,6021,2025-12-31,6774.89
702275,FL3274,6008,6025,2025-01-30,15850.9
702276,FL3275,6019,6016,2025-03-29,54726.38
702277,FL3276,6011,6012,2025-11-04,12121.68
702278,FL3277,6025,6001,2025-05-12,5007.06
702279,FL3278,6025,6002,2025-08-17,9613.43
702280,FL3279,6028,6008,2025-08-15,25955.27
702281,FL3280,6018,6023,2025-06-02,45446.47
702282,FL3281,6011,6015,2025-11-29,22242.53
702283,FL3282,6012,6022,2025-08-23,27295.31
702284,FL3283,6011,6026,2025-04-28,61990.91
702285,FL3284,6022,6011,2025-03-03,72350.2
702286,FL3285,6011,6003,2025-04-27,71757.58
702287,FL3286,6014,6024,2025-09-17,13329.35
702288,FL3287,6005,6024,2025-04-07,29437.36
702289,FL3288,6013,6020,2025-03-04,13117.84
702290,FL3289,6028,6001,2025-05-25,74299.44
702291,FL3290,6013,6004,2025-07-21,26858.32
702292,FL3291,6022,6002,2025-12-06,39054.73
702293,FL3292,6005,6029,2025-09-27,62020.82
702294,FL3293,6025,6008,2025-01-13,68962.41
702295,FL3294,6026,6008,2025-08-07,19655.6
702296,FL3295,6025,6010,2025-10-19,9463.13
702297,FL3296,6023,6012,2025-10-27,62088.7
702298,FL3297,6019,6023,2025-07-31,7986.78
702299,FL3298,6005,6014,2025-04-06,45048.12
702300,FL3299,6010,6006,2025-05-10,43354.11
702301,FL3300,6004,6020,2025-11-30,26575.95
702302,FL3301,6006,6017,2025-04-09,46838.69
702303,FL3302,6026,6025,2025-12-06,25231.91
702304,FL3303,6009,6008,2025-06-21,60805.34
702305,FL3304,6017,6015,2025-12-13,38213.98
702306,FL3305,6018,6006,2025-11-07,18873.98
702307,FL3306,6010,6003,2025-04-02,33928.93
702308,FL3307,6029,6027,2025-01-15,42927.3
702309,FL3308,6012,6024,2025-08-22,27495.93
702310,FL3309,6013,6022,2025-11-04,26013.99
702311,FL3310,6007,6010,2025-11-02,50895.45
702312,FL3311,6030,6026,2025-06-26,26618.94
702313,FL3312,6025,6019,2025-11-15,67325.11
702314,FL3313,6019,6012,2025-09-26,3944.4
702315,FL3314,6019,6001,2025-12-03,43882.56
702316,FL3315,6003,6017,2025-02-03,30259.25
702317,FL3316,6022,6023,2025-02-17,21785.83
702318,FL3317,6010,6029,2025-06-23,38552.77
702319,FL3318,6004,6030,2025-05-01,21198.07
702320,FL3319,6019,6007,2025-07-22,58500.74
702321,FL3320,6020,6028,2025-09-18,32875.83
702322,FL3321,6002,6023,2025-09-12,74472.44
702323,FL3322,6013,6001,2025-01-12,74759.09
702324,FL3323,6008,6023,2025-08-26,43125.48
702325,FL3324,6025,6016,2025-05-10,17774.89
702326,FL3325,6006,6004,2025-03-28,8474.37
702327,FL3326,6025,6023,2025-12-16,26661.56
702328,FL3327,6006,6030,2025-03-22,39979.01
702329,FL3328,6018,6019,2025-05-22,24626.02
702330,FL3329,6015,6028,2025-12-09,25634.38
702331,FL3330,6029,6026,2025-12-28,69895.07
702332,FL3331,6017,6014,2025-09-02,23323.6
702333,FL3332,6001,6008,2025-10-25,55662.74
702334,FL3333,6011,6004,2025-04-02,71784.08
702335,FL3334,6023,6005,2025-10-11,67810.91
702336,FL3335,6013,6017,2025-03-03,39383.7
702337,FL3336,6013,6024,2025-12-25,41282.62
702338,FL3337,6029,6030,2025-06-23,23133.94
702339,FL3338,6027,6014,2025-01-24,11673.81
702340,FL3339,6024,6030,2025-10-09,62103.34
702341,FL3340,6016,6020,2025-10-02,25665.02
702342,FL3341,6014,6005,2025-10-21,58744.1
702343,FL3342,6019,6018,2025-09-30,23055.1
702344,FL3343,6014,6011,2025-05-17,60944.78
702345,FL3344,6029,6029,2025-12-06,24446.37
702346,FL3345,6027,6012,2025-05-14,10078.46
702347,FL3346,6001,6003,2025-07-19,62006.1
702348,FL3347,6027,6008,2025-07-25,24949.91
702349,FL3348,6030,6030,2025-12-15,65726.32
702350,FL3349,6003,6014,2025-04-11,55789.41
702351,FL3350,6005,6027,2025-09-01,64642.33
702352,FL3351,6002,6002,2025-09-27,66966.77
702353,FL3352,6027,6027,2025-02-06,58574.61
702354,FL3353,6007,6014,2025-08-22,4704.63
702355,FL3354,6009,6005,2025-08-31,65788.89
702356,FL3355,6029,6003,2025-04-17,59743.72
702357,FL3356,6015,6027,2025-08-25,30954.62
702358,FL3357,6023,6028,2025-05-04,9139.45
702359,FL3358,6029,6018,2025-02-01,67940.44
702360,FL3359,6012,6009,2025-05-10,14391.36
702361,FL3360,6017,6004,2025-06-03,20946.99
702362,FL3361,6005,6015,2025-04-07,45296.44
702363,FL3362,6015,6017,2025-01-14,31599.5
702364,FL3363,6005,6028,2025-03-19,72888.07
702365,FL3364,6003,6020,2025-07-04,73857.32
702366,FL3365,6022,6002,2025-03-18,49040.44
702367,FL3366,6018,6030,2025-05-01,32001.22
702368,FL3367,6018,6027,2025-07-07,32099.74
702369,FL3368,6020,6021,2025-07-24,59209.34
702370,FL3369,6010,6013,2025-10-15,63447.34
702371,FL3370,6012,6013,2025-06-02,15759.22
702372,FL3371,6011,6001,2025-05-15,45918.7
702373,FL3372,6005,6023,2025-01-19,73567.7
702374,FL3373,6028,6019,2025-09-04,73092.42
702375,FL3374,6007,6012,2025-01-25,40198.8
702376,FL3375,6006,6007,2025-04-06,26276.21
702377,FL3376,6002,6007,2025-11-15,49784.92
702378,FL3377,6001,6011,2025-02-24,57307.57
702379,FL3378,6024,6026,2025-04-10,30936.56
702380,FL3379,6026,6010,2025-10-31,69171.88
702381,FL3380,6013,6002,2025-05-28,28752.02
702382,FL3381,6014,6017,2025-10-17,8476.51
702383,FL3382,6022,6006,2025-06-03,25503.5
702384,FL3383,6025,6022,2025-01-10,28544.84
702385,FL3384,6018,6027,2025-04-05,25694.14
702386,FL3385,6026,6030,2025-01-17,34270.64
702387,FL3386,6009,6001,2025-12-04,23619.88
702388,FL3387,6020,6007,2025-11-02,6124.56
702389,FL3388,6004,6005,2025-05-31,59542.03
702390,FL3389,6015,6018,2025-04-01,31329.23
702391,FL3390,6006,6018,2025-02-05,32991.21
702392,FL3391,6008,6015,2025-03-19,64353.76
702393,FL3392,6028,6006,2025-01-29,70540.55
702394,FL3393,6017,6029,2025-08-08,24484.38
702395,FL3394,6005,6001,2025-02-27,38802.02
702396,FL3395,6004,6023,2025-09-19,44473.14
702397,FL3396,6012,6006,2025-04-13,6993.74
702398,FL3397,6006,6015,2025-04-28,43236.2
702399,FL3398,6002,6030,2025-08-01,28761.42
702400,FL3399,6002,6005,2025-03-05,65545.0
702401,FL3400,6017,6010,2025-10-21,30595.32
702402,FL3401,6003,6011,2025-07-26,59575.92
702403,FL3402,6003,6011,2025-06-04,27077.81
702404,FL3403,6018,6018,2025-07-14,9254.85
702405,FL3404,6015,6010,2025-07-14,59773.85
702406,FL3405,6029,6010,2025-05-04,25325.77
702407,FL3406,6021,6007,2025-02-21,62000.88
702408,FL3407,6027,6004,2025-10-22,41049.68
702409,FL3408,6030,6008,2025-06-08,46853.34
702410,FL3409,6026,6010,2025-10-18,7745.62
702411,FL3410,6016,6024,2025-03-20,36612.26
702412,FL3411,6010,6023,2025-10-17,30485.51
702413,FL3412,6013,6029,2025-11-10,61593.17
702414,FL3413,6022,6025,2025-02-15,32247.37
702415,FL3414,6008,6009,2025-08-03,5297.0
702416,FL3415,6019,6013,2025-11-18,71011.9
702417,FL3416,6023,6021,2025-01-22,67200.52
702418,FL3417,6029,6002,2025-02-21,54763.27
702419,FL3418,6001,6005,2025-07-03,4811.95
702420,FL3419,6027,6001,2025-07-22,71591.97
702421,FL3420,6015,6003,2025-06-22,55031.37
702422,FL3421,6017,6029,2025-09-10,46262.21
702423,FL3422,6015,6027,2025-11-12,41610.88
702424,FL3423,6015,6003,2025-09-29,37428.28
702425,FL3424,6004,6017,2025-10-23,22778.27
702426,FL3425,6030,6026,2025-12-27,63630.08
702427,FL3426,6020,6016,2025-03-18,64864.46
702428,FL3427,6007,6003,2025-02-04,2794.86
702429,FL3428,6019,6029,2025-05-08,17952.36
702430,FL3429,6017,6010,2025-10-20,69403.0
702431,FL3430,6015,6001,2025-09-13,10387.73
702432,FL3431,6023,6028,2025-11-17,65059.28
702433,FL3432,6009,6002,2025-03-12,55453.7
702434,FL3433,6008,6029,2025-11-23,45929.21
702435,FL3434,6005,6001,2025-06-14,38606.6
702436,FL3435,6013,6009,2025-02-25,28515.89
702437,FL3436,6007,6023,2025-03-30,19060.59
702438,FL3437,6028,6017,2025-02-28,47158.83
702439,FL3438,6026,6018,2025-12-14,42240.56
702440,FL3439,6013,6005,2025-12-07,45928.68
702441,FL3440,6026,6009,2025-03-24,65299.96
702442,FL3441,6022,6014,2025-05-25,62351.08
702443,FL3442,6013,6010,2025-08-16,49056.54
702444,FL3443,6004,6030,2025-12-07,21366.46
702445,FL3444,6021,6029,2025-06-13,4573.45
702446,FL3445,6006,6010,2025-09-18,36400.21
702447,FL3446,6009,6015,2025-03-03,73847.67
702448,FL3447,6024,6029,2025-10-09,7829.52
702449,FL3448,6030,6024,2025-11-14,19647.39
702450,FL3449,6025,6011,2025-07-02,24966.93
702451,FL3450,6024,6029,2025-02-26,37859.49
702452,FL3451,6023,6002,2025-10-15,28935.36
702453,FL3452,6024,6019,2025-01-15,7647.68
702454,FL3453,6010,6022,2025-01-11,66201.55
702455,FL3454,6018,6002,2025-04-30,34459.32
702456,FL3455,6011,6002,2025-08-26,60113.33
702457,FL3456,6013,6026,2025-08-29,63413.79
702458,FL3457,6015,6014,2025-06-30,64000.02
702459,FL3458,6027,6002,2025-08-25,4844.8
702460,FL3459,6012,6002,2025-03-06,2797.31
702461,FL3460,6030,6002,2025-06-05,57995.43
702462,FL3461,6018,6002,2025-11-20,67960.05
702463,FL3462,6008,6006,2025-01-27,4621.13
702464,FL3463,6028,6009,2025-09-07,23407.76
702465,FL3464,6009,6022,2025-01-12,47614.24
702466,FL3465,6013,6004,2025-03-01,10573.08
702467,FL3466,6017,6008,2025-05-23,6957.17
702468,FL3467,6002,6029,2025-07-31,13592.21
702469,FL3468,6005,6019,2025-12-14,14442.31
702470,FL3469,6018,6008,2025-11-28,67892.69
702471,FL3470,6004,6009,2025-02-21,66431.28
702472,FL3471,6028,6021,2025-10-12,64483.39
702473,FL3472,6027,6017,2025-12-02,13058.85
702474,FL3473,6019,6027,2025-06-19,71449.49
702475,FL3474,6002,6005,2025-01-01,14593.12
702476,FL3475,6014,6020,2025-01-24,29101.83
702477,FL3476,6002,6025,2025-07-11,37197.26
702478,FL3477,6024,6013,2025-02-25,39443.06
702479,FL3478,6002,6004,2025-11-08,46307.64
702480,FL3479,6017,6008,2025-12-24,7693.22
702481,FL3480,6011,6005,2025-02-27,24370.25
702482,FL3481,6023,6028,2025-10-26,68277.38
702483,FL3482,6026,6014,2025-08-13,52777.08
702484,FL3483,6013,6010,2025-07-09,33915.7
702485,FL3484,6014,6004,2025-09-07,27655.39
702486,FL3485,6014,6008,2025-09-25,66720.56
702487,FL3486,6016,6014,2025-12-21,9101.13
702488,FL3487,6011,6014,2025-10-04,41150.27
702489,FL3488,6029,6007,2025-04-21,54981.41
702490,FL3489,6015,6014,2025-03-28,16605.06
702491,FL3490,6005,6010,2025-12-18,7030.34
702492,FL3491,6026,6002,2025-01-03,28704.21
702493,FL3492,6024,6013,2025-12-17,39182.09
702494,FL3493,6015,6009,2025-09-25,64627.12
702495,FL3494,6010,6012,2025-10-02,74628.88
702496,FL3495,6008,6023,2025-12-30,25363.63
702497,FL3496,6028,6019,2025-01-13,50856.46
702498,FL3497,6010,6023,2025-12-25,26912.92
702499,FL3498,6025,6027,2025-12-09,15052.54
702500,FL3499,6006,6019,2025-08-06,33934.31
702501,FL3500,6021,6014,2025-09-02,23146.8
702502,FL3501,6016,6022,2025-02-21,62160.24
702503,FL3502,6002,6024,2025-12-25,33468.52
702504,FL3503,6006,6002,2025-04-14,20530.16
702505,FL3504,6014,6018,2025-12-17,57809.92
702506,FL3505,6025,6024,2025-12-31,43828.43
702507,FL3506,6004,6003,2025-04-07,65444.49
702508,FL3507,6010,6002,2025-08-13,29022.96
702509,FL3508,6011,6010,2025-10-03,30451.51
702510,FL3509,6006,6010,2025-12-05,49481.19
702511,FL3510,6027,6022,2025-08-24,30692.35
702512,FL3511,6001,6013,2025-04-28,68874.3
702513,FL3512,6023,6005,2025-10-27,16080.14
702514,FL3513,6010,6030,2025-10-28,46347.52
702515,FL3514,6021,6005,2025-09-04,23751.88
702516,FL3515,6026,6011,2025-04-28,51857.49
702517,FL3516,6002,6021,2025-07-04,46104.49
702518,FL3517,6011,6005,2025-01-18,54541.94
702519,FL3518,6004,6029,2025-06-07,68711.35
702520,FL3519,6009,6013,2025-07-08,7590.23
702521,FL3520,6028,6007,2025-08-05,18172.97
702522,FL3521,6022,6012,2025-06-07,6154.83
702523,FL3522,6013,6022,2025-10-27,11971.57
702524,FL3523,6017,6022,2025-02-03,17898.48
702525,FL3524,6001,6006,2025-12-04,3681.25
702526,FL3525,6029,6019,2025-02-22,50163.87
702527,FL3526,6003,6026,2025-01-28,22154.86
702528,FL3527,6003,6010,2025-01-28,54443.36
702529,FL3528,6028,6027,2025-10-29,65451.92
702530,FL3529,6015,6026,2025-11-10,62577.52
702531,FL3530,6016,6005,2025-07-19,33302.19
702532,FL3531,6016,6003,2025-06-06,28820.09
702533,FL3532,6025,6025,2025-06-30,39629.47
702534,FL3533,6020,6011,2025-10-02,5766.35
702535,FL3534,6013,6015,2025-09-09,10515.47
702536,FL3535,6029,6007,2025-02-02,30609.79
702537,FL3536,6005,6025,2025-10-15,65796.27
702538,FL3537,6017,6010,2025-11-07,51124.59
702539,FL3538,6027,6008,2025-06-15,56427.77
702540,FL3539,6026,6007,2025-05-11,7491.24
702541,FL3540,6012,6026,2025-08-17,39831.79
702542,FL3541,6011,6026,2025-09-29,40128.5
702543,FL3542,6025,6018,2025-08-23,3931.52
702544,FL3543,6004,6009,2025-11-26,41273.98
702545,FL3544,6009,6011,2025-02-10,42297.61
702546,FL3545,6028,6002,2025-01-09,11108.78
702547,FL3546,6019,6026,2025-05-06,45107.43
702548,FL3547,6024,6018,2025-10-27,5139.37
702549,FL3548,6010,6025,2025-02-25,50395.09
702550,FL3549,6002,6022,2025-02-06,26294.01
702551,FL3550,6027,6005,2025-09-15,21654.72
702552,FL3551,6022,6019,2025-07-22,52967.02
702553,FL3552,6002,6025,2025-02-18,18336.96
702554,FL3553,6006,6025,2025-12-13,42312.66
702555,FL3554,6026,6020,2025-08-01,51313.39
702556,FL3555,6015,6006,2025-03-01,27561.04
702557,FL3556,6014,6004,2025-11-23,73824.81
702558,FL3557,6010,6012,2025-01-10,56943.56
702559,FL3558,6016,6013,2025-10-28,41018.05
702560,FL3559,6029,6007,2025-12-30,48541.8
702561,FL3560,6023,6014,2025-11-13,71713.83
702562,FL3561,6021,6004,2025-02-09,58224.38
702563,FL3562,6010,6013,2025-10-20,21834.45
702564,FL3563,6009,6016,2025-07-24,50783.4
702565,FL3564,6013,6023,2025-06-17,14845.42
702566,FL3565,6012,6013,2025-12-28,61780.49
702567,FL3566,6007,6004,2025-07-04,33444.4
702568,FL3567,6025,6018,2025-10-08,38923.65
702569,FL3568,6018,6010,2025-05-15,52255.33
702570,FL3569,6030,6012,2025-09-29,57408.87
702571,FL3570,6029,6005,2025-03-14,71770.52
702572,FL3571,6006,6013,2025-07-25,57370.39
702573,FL3572,6020,6006,2025-04-18,31598.06
702574,FL3573,6021,6024,2025-06-06,35820.75
702575,FL3574,6008,6025,2025-02-06,3475.19
702576,FL3575,6019,6019,2025-09-13,31628.27
702577,FL3576,6013,6014,2025-10-31,67814.57
702578,FL3577,6004,6008,2025-01-18,31049.55
702579,FL3578,6017,6017,2025-05-24,31765.69
702580,FL3579,6010,6011,2025-10-22,36746.8
702581,FL3580,6017,6017,2025-03-24,54322.9
702582,FL3581,6021,6024,2025-03-08,57066.09
702583,FL3582,6008,6010,2025-10-09,40256.06
702584,FL3583,6002,6030,2025-04-27,52532.86
702585,FL3584,6015,6007,2025-01-08,11570.3
702586,FL3585,6004,6007,2025-09-09,14499.35
702587,FL3586,6016,6003,2025-01-28,5298.39
702588,FL3587,6025,6027,2025-07-01,4898.83
702589,FL3588,6023,6030,2025-02-14,3784.91
702590,FL3589,6003,6018,2025-09-25,4885.59
702591,FL3590,6018,6029,2025-07-25,32566.7
702592,FL3591,6022,6028,2025-04-11,42461.13
702593,FL3592,6006,6023,2025-07-22,74552.7
702594,FL3593,6003,6002,2025-03-24,44440.88
702595,FL3594,6023,6021,2025-05-02,73433.73
702596,FL3595,6009,6005,2025-04-08,19297.63
702597,FL3596,6029,6020,2025-12-31,16032.59
702598,FL3597,6017,6030,2025-09-16,35530.57
702599,FL3598,6005,6006,2025-07-12,43238.42
702600,FL3599,6006,6022,2025-10-25,63595.17
702601,FL3600,6013,6003,2025-01-03,58822.32
702602,FL3601,6014,6019,2025-03-26,72193.62
702603,FL3602,6018,6021,2025-10-20,17123.27
702604,FL3603,6011,6023,2025-02-21,58272.84
702605,FL3604,6009,6017,2025-05-03,55087.19
702606,FL3605,6005,6015,2025-07-09,26006.51
702607,FL3606,6009,6015,2025-01-14,3018.6
702608,FL3607,6005,6015,2025-12-03,74138.1
702609,FL3608,6027,6002,2025-10-17,4619.42
702610,FL3609,6016,6015,2025-10-06,19347.53
702611,FL3610,6014,6018,2025-01-04,26646.12
702612,FL3611,6005,6004,2025-08-12,61385.83
702613,FL3612,6021,6004,2025-07-17,23051.26
702614,FL3613,6022,6010,2025-07-31,3003.41
702615,FL3614,6011,6007,2025-12-13,10171.23
702616,FL3615,6001,6017,2025-11-10,28020.33
702617,FL3616,6001,6012,2025-10-11,73873.45
702618,FL3617,6006,6025,2025-12-16,6707.08
702619,FL3618,6002,6003,2025-07-13,35198.92
702620,FL3619,6014,6014,2025-11-25,64007.27
702621,FL3620,6022,6017,2025-12-25,68146.5
702622,FL3621,6028,6002,2025-04-16,4395.76
702623,FL3622,6029,6030,2025-06-11,68686.93
702624,FL3623,6027,6009,2025-09-19,25939.84
702625,FL3624,6009,6008,2025-01-07,4134.28
702626,FL3625,6003,6011,2025-06-17,12616.7
702627,FL3626,6030,6009,2025-10-12,70619.69
702628,FL3627,6011,6007,2025-12-16,56135.56
702629,FL3628,6007,6024,2025-05-12,24213.33
702630,FL3629,6010,6019,2025-07-05,43210.98
702631,FL3630,6002,6003,2025-12-19,4874.86
702632,FL3631,6028,6027,2025-06-04,20923.04
702633,FL3632,6025,6013,2025-05-12,35781.32
702634,FL3633,6013,6003,2025-06-14,72731.93
702635,FL3634,6022,6015,2025-11-20,69810.11
702636,FL3635,6011,6017,2025-05-19,38947.18
702637,FL3636,6018,6019,2025-05-11,28503.59
702638,FL3637,6002,6013,2025-08-25,72163.41
702639,FL3638,6029,6015,2025-08-19,23938.42
702640,FL3639,6022,6027,2025-10-19,63727.94
702641,FL3640,6018,6020,2025-02-01,58854.59
702642,FL3641,6024,6029,2025-02-24,17098.6
702643,FL3642,6009,6013,2025-12-29,73371.22
702644,FL3643,6030,6001,2025-07-21,59660.64
702645,FL3644,6028,6019,2025-08-18,18419.43
702646,FL3645,6005,6024,2025-12-25,35181.19
702647,FL3646,6012,6010,2025-10-27,73780.24
702648,FL3647,6010,6006,2025-04-13,63312.59
702649,FL3648,6001,6008,2025-01-04,4840.11
702650,FL3649,6020,6027,2025-03-15,35584.65
702651,FL3650,6010,6001,2025-05-04,59007.62
702652,FL3651,6017,6022,2025-07-18,30155.64
702653,FL3652,6007,6013,2025-05-04,27478.13
702654,FL3653,6004,6024,2025-01-16,63277.22
702655,FL3654,6009,6026,2025-08-25,27257.1
702656,FL3655,6018,6021,2025-01-06,7716.08
702657,FL3656,6003,6020,2025-02-17,62040.03
702658,FL3657,6011,6021,2025-03-04,15045.92
702659,FL3658,6011,6005,2025-12-02,46068.21
702660,FL3659,6027,6010,2025-03-20,42249.64
702661,FL3660,6010,6029,2025-10-08,14115.58
702662,FL3661,6007,6030,2025-09-07,39676.73
702663,FL3662,6029,6016,2025-11-14,27149.57
