item_id,order_id,product_id,quantity,unit_price
6338,10889,147,5,8276.67
6339,10102,466,4,2173.99
6340,10827,419,3,2984.31
6341,8257,62,5,2223.61
6342,11221,418,3,4286.55
6343,240,168,2,1657.22
6344,1895,344,2,4696.35
6345,1576,10,4,395.33
6346,2128,404,3,3218.34
6347,10771,447,2,2000.99
6348,1714,22,5,1658.35
6349,6050,415,3,2187.71
6350,12168,258,5,9737.13
6351,11749,276,1,2146.27
6352,2516,28,3,966.94
6353,7831,131,2,884.97
6354,1476,61,5,1207.44
6355,11310,244,3,1081.56
6356,6493,395,1,5403.61
6357,8009,375,4,6848.53
6358,5861,443,3,9035.35
6359,11460,369,2,8266.36
6360,4230,279,2,5378.36
6361,3358,69,2,8226.4
6362,1316,105,3,328.39
6363,7339,385,3,9715.08
6364,2101,400,2,8624.0
6365,939,7,2,6834.18
6366,5091,474,4,6301.48
6367,1061,271,2,9644.3
6368,13004,90,1,7785.19
6369,8992,252,5,4660.57
6370,2266,406,4,5823.84
6371,2208,437,5,3675.25
6372,5576,59,1,3468.76
6373,614,248,4,5592.3
6374,13499,38,4,4667.15
6375,1403,464,3,8934.52
6376,12213,463,4,7898.4
6377,881,223,3,6357.32
6378,5421,123,5,4560.68
6379,13059,116,5,2672.92
6380,4138,449,4,7816.26
6381,1392,376,1,258.42
6382,2295,203,1,8511.61
6383,8909,497,5,4248.99
6384,6000,119,1,3230.43
6385,11990,363,1,6816.26
6386,8764,292,1,6604.75
6387,3605,491,4,7055.9
6388,7108,40,3,5521.2
6389,5762,64,1,3923.84
6390,13790,142,4,6545.75
6391,12676,199,4,8014.84
6392,13680,284,4,9324.98
6393,9722,179,5,748.02
6394,2266,295,3,8795.72
6395,9925,342,3,6063.95
6396,11972,156,4,7160.7
6397,12744,371,3,2310.72
6398,13541,480,1,5205.62
6399,5398,293,4,8242.9
6400,10043,11,1,1837.72
6401,14784,98,3,4922.59
6402,3921,399,5,5584.71
6403,6110,186,3,7246.03
6404,271,395,5,5403.61
6405,1260,292,3,6604.75
6406,3276,185,5,9608.72
6407,13168,120,1,8117.66
6408,7200,315,4,7046.48
6409,4097,296,4,3030.48
6410,1348,334,1,7620.87
6411,2125,220,4,4181.4
6412,9930,424,2,9131.51
6413,8879,388,1,5482.96
6414,7275,289,2,6753.34
6415,8154,38,3,4667.15
6416,6217,346,4,5073.33
6417,7322,487,2,6550.82
6418,13680,65,3,7934.0
6419,8581,455,2,1899.28
6420,4855,4,4,1038.64
6421,1373,406,2,5823.84
6422,5081,86,2,4357.67
6423,8550,472,3,8162.55
6424,4260,295,4,8795.72
6425,3590,15,2,3870.03
6426,11440,130,2,2180.26
6427,14127,72,5,879.52
6428,309,128,5,1686.89
6429,8762,54,5,7895.72
6430,14352,66,1,6722.57
6431,14645,468,4,4653.8
6432,9413,397,4,5628.09
6433,12242,277,3,2568.61
6434,7641,148,3,6826.23
6435,12148,451,4,5360.01
6436,12654,88,4,8219.74
6437,12076,201,1,7769.45
6438,957,373,5,5173.76
6439,6571,62,4,2223.61
6440,14242,217,5,9900.58
6441,12233,199,3,8014.84
6442,14074,465,1,9276.0
6443,14259,147,4,8276.67
6444,4721,346,4,5073.33
6445,7160,326,4,8400.33
6446,9975,24,1,8996.96
6447,472,231,2,1578.47
6448,4129,146,3,4918.85
6449,3015,487,1,6550.82
6450,304,422,1,9215.56
6451,974,106,4,6259.39
6452,467,150,4,5507.66
6453,5272,253,2,6781.48
6454,2483,489,4,3207.62
6455,6592,222,1,9786.82
6456,9367,109,5,796.13
6457,14430,353,1,3759.57
6458,7312,413,4,202.63
6459,9153,213,4,3800.6
6460,6590,453,1,4809.05
6461,8134,312,4,7979.12
6462,10260,128,2,1686.89
6463,4000,454,1,3126.41
6464,2861,386,1,3146.12
6465,9989,237,2,5827.48
6466,11847,287,1,200.71
6467,11233,386,5,3146.12
6468,5322,67,2,9629.35
6469,11193,179,1,748.02
6470,7021,402,2,2303.92
6471,13367,182,1,576.46
6472,1438,267,1,9197.24
6473,1428,3,5,6914.47
6474,1999,407,3,5006.35
6475,9120,52,3,8643.0
6476,13382,117,2,3613.97
6477,4106,447,1,2000.99
6478,474,31,2,5680.54
6479,1594,249,2,745.94
6480,5949,194,1,1359.67
6481,5169,54,3,7895.72
6482,5784,143,2,5350.83
6483,2192,155,5,5690.41
6484,2745,350,5,2158.61
6485,3737,266,3,4135.03
6486,9761,226,1,2025.32
6487,4847,295,5,8795.72
6488,10667,178,5,9950.37
6489,6209,359,1,4809.77
6490,11737,395,2,5403.61
6491,839,198,5,946.71
6492,5547,360,2,8818.48
6493,3208,440,2,1392.66
6494,9258,102,1,9476.14
6495,12318,360,3,8818.48
6496,10693,297,1,6822.62
6497,2354,229,4,1133.55
6498,12689,449,3,7816.26
6499,5857,206,5,2172.19
6500,2001,302,5,256.64
6501,8816,399,4,5584.71
6502,1269,411,4,1314.33
6503,8245,219,3,6055.1
6504,10463,126,4,2937.97
6505,13616,357,4,6115.84
6506,14704,404,2,3218.34
6507,8320,30,1,7899.0
6508,8865,170,1,2257.83
6509,4410,86,4,4357.67
6510,9986,171,2,9757.17
6511,14380,307,5,4019.4
6512,1774,266,5,4135.03
6513,3222,196,2,3830.25
6514,1995,328,3,8910.25
6515,9916,153,2,8748.36
6516,14748,394,5,6388.25
6517,6509,349,4,4111.82
6518,10635,288,5,6906.22
6519,12052,56,4,7342.67
6520,9343,480,3,5205.62
6521,12802,445,4,4601.52
6522,10990,54,3,7895.72
6523,68,206,1,2172.19
6524,316,33,3,968.15
6525,652,70,3,8962.34
6526,7077,292,5,6604.75
6527,489,43,2,3765.59
6528,6868,308,4,3248.37
6529,10431,355,4,8627.33
6530,7578,175,5,8623.47
6531,11251,46,4,8792.03
6532,7998,143,4,5350.83
6533,8252,472,5,8162.55
6534,14175,486,5,9524.97
6535,13213,73,5,9210.64
6536,8935,6,3,2683.41
6537,14673,66,4,6722.57
6538,5103,178,2,9950.37
6539,9695,134,1,5480.33
6540,14438,232,4,3261.51
6541,4678,151,1,8809.81
6542,98,267,4,9197.24
6543,215,147,3,8276.67
6544,10997,60,3,8583.96
6545,3312,357,1,6115.84
6546,7786,308,5,3248.37
6547,383,101,4,6090.24
6548,3944,389,2,3380.61
6549,9840,487,1,6550.82
6550,6167,233,3,4748.37
6551,7602,228,2,604.91
6552,11160,117,3,3613.97
6553,9936,51,5,8177.56
6554,6355,433,2,3027.9
6555,5683,237,1,5827.48
6556,5937,10,5,395.33
6557,4813,459,5,1906.15
6558,11985,453,4,4809.05
6559,6420,411,4,1314.33
6560,14011,343,5,3581.46
6561,11265,163,2,1948.49
6562,5865,172,2,8002.21
6563,918,336,2,7047.79
6564,13753,361,1,5463.67
6565,13553,59,1,3468.76
6566,4995,55,2,4706.61
6567,9930,86,3,4357.67
6568,11488,443,5,9035.35
6569,2546,130,2,2180.26
6570,6387,430,2,5913.18
6571,11450,86,3,4357.67
6572,13039,345,1,7840.69
6573,11001,481,2,4000.0
6574,7657,444,3,7201.79
6575,6819,118,4,8743.3
6576,1564,19,1,5022.81
6577,5994,436,2,6908.99
6578,5532,476,4,7708.58
6579,14743,101,1,6090.24
6580,6526,81,4,3619.81
6581,10193,106,2,6259.39
6582,9470,153,5,8748.36
6583,3439,427,2,3259.85
6584,6517,82,2,6679.0
6585,3270,474,4,6301.48
6586,2816,311,3,7839.59
6587,886,62,2,2223.61
6588,8738,62,5,2223.61
6589,14037,353,3,3759.57
6590,5771,117,2,3613.97
6591,3560,3,2,6914.47
6592,8995,287,5,200.71
6593,3206,149,1,938.71
6594,637,254,5,8610.26
6595,9585,110,1,1178.02
6596,9660,286,4,8835.5
6597,12958,128,2,1686.89
6598,13199,307,2,4019.4
6599,13155,269,3,1141.26
6600,10970,83,3,9659.08
6601,325,120,1,8117.66
6602,6450,336,4,7047.79
6603,12076,500,1,9839.38
6604,2581,56,5,7342.67
6605,12296,323,1,1809.66
6606,5022,357,5,6115.84
6607,12362,57,2,6056.87
6608,4435,416,1,6564.11
6609,256,315,4,7046.48
6610,10856,108,2,1734.18
6611,9292,384,5,7551.73
6612,9852,280,3,7595.69
6613,11343,214,4,8463.2
6614,2886,112,5,8874.43
6615,4531,406,4,5823.84
6616,12068,266,1,4135.03
6617,124,39,2,3738.32
6618,11248,415,4,2187.71
6619,13210,452,4,7515.99
6620,2207,272,4,4556.48
6621,6509,291,3,5087.5
6622,12652,480,3,5205.62
6623,4001,248,4,5592.3
6624,6944,193,3,1281.1
6625,6402,478,3,6425.58
6626,4729,267,2,9197.24
6627,4118,488,4,6635.81
6628,11697,329,4,1250.04
6629,10571,327,1,9601.35
6630,3657,315,5,7046.48
6631,5727,263,4,2663.77
6632,13914,279,5,5378.36
6633,352,151,5,8809.81
6634,1237,291,2,5087.5
6635,7938,243,4,3831.51
6636,859,354,2,7095.06
6637,1857,145,4,6422.41
6638,8718,193,4,1281.1
6639,2280,113,3,9827.8
6640,7870,489,5,3207.62
6641,3607,241,3,9266.89
6642,6123,60,1,8583.96
6643,6881,195,4,3311.18
6644,8870,455,4,1899.28
6645,9807,487,2,6550.82
6646,11284,476,2,7708.58
6647,11785,128,3,1686.89
6648,1793,282,5,6977.05
6649,13795,470,5,7905.83
6650,7050,476,2,7708.58
6651,1576,420,5,968.02
6652,14124,49,2,7978.95
6653,9648,153,1,8748.36
6654,13691,71,1,1415.95
6655,1114,436,3,6908.99
6656,13731,49,3,7978.95
6657,13039,355,3,8627.33
6658,9435,216,3,3464.18
6659,7432,60,2,8583.96
6660,30,134,4,5480.33
6661,12034,266,5,4135.03
6662,11546,323,1,1809.66
6663,7155,84,3,8556.86
6664,11982,342,2,6063.95
6665,11806,36,5,5763.51
6666,11522,110,2,1178.02
6667,9386,357,4,6115.84
6668,1840,139,1,8246.2
6669,7712,448,3,5383.01
6670,640,303,4,9299.69
6671,6416,227,1,5782.67
6672,5414,409,3,5767.52
6673,5667,440,5,1392.66
6674,8647,118,2,8743.3
6675,10967,250,4,9260.34
6676,9805,467,3,2506.92
6677,9231,444,1,7201.79
6678,6461,54,1,7895.72
6679,11351,106,5,6259.39
6680,11219,48,3,1838.87
6681,4665,437,2,3675.25
6682,8609,126,5,2937.97
6683,8285,354,5,7095.06
6684,965,423,5,5539.86
6685,2358,223,1,6357.32
6686,7700,359,2,4809.77
6687,14169,259,1,6946.2
6688,10967,287,5,200.71
6689,5977,482,2,6578.94
6690,13496,334,3,7620.87
6691,7467,3,3,6914.47
6692,5189,443,2,9035.35
6693,8761,80,1,7702.5
6694,9261,91,1,7135.75
6695,13928,58,3,7243.02
6696,7241,143,3,5350.83
6697,1215,175,3,8623.47
6698,2302,301,2,9862.65
6699,11563,115,3,8618.7
6700,1081,393,4,9148.93
6701,10854,430,5,5913.18
6702,1586,15,4,3870.03
6703,387,355,1,8627.33
6704,1325,125,2,2911.91
6705,12513,59,3,3468.76
6706,14984,437,2,3675.25
6707,12239,412,1,6068.19
6708,2045,89,4,2158.02
6709,7861,318,1,1060.93
6710,1429,2,2,732.43
6711,10855,455,4,1899.28
6712,11558,42,2,4497.14
6713,7064,43,2,3765.59
6714,6000,31,3,5680.54
6715,7993,28,5,966.94
6716,8718,271,1,9644.3
6717,2798,289,3,6753.34
6718,12970,328,5,8910.25
6719,13586,267,2,9197.24
6720,8705,450,3,6116.29
6721,6095,422,1,9215.56
6722,7552,313,1,4182.64
6723,7543,497,2,4248.99
6724,7919,40,5,5521.2
6725,1307,175,5,8623.47
6726,5562,422,5,9215.56
6727,3217,212,1,1848.43
6728,87,190,5,1021.97
6729,8246,70,5,8962.34
6730,12445,303,2,9299.69
6731,727,439,4,3081.57
6732,12208,334,1,7620.87
6733,4019,206,1,2172.19
6734,13749,401,4,276.76
6735,5754,324,3,2208.08
6736,14448,293,2,8242.9
6737,13825,197,3,6070.18
6738,6133,170,2,2257.83
6739,14289,134,4,5480.33
6740,5623,255,5,8283.02
6741,7104,240,1,9176.21
6742,6025,135,1,5819.88
6743,7371,470,5,7905.83
6744,13710,299,5,4929.48
6745,8711,130,3,2180.26
6746,11392,469,3,1716.73
6747,5747,430,3,5913.18
6748,3022,333,2,3312.61
6749,251,220,5,4181.4
6750,9380,144,3,1912.27
6751,5751,192,5,8165.24
6752,3199,82,3,6679.0
6753,8200,14,4,7643.58
6754,3018,223,1,6357.32
6755,5534,434,3,3167.56
6756,4870,125,2,2911.91
6757,6618,144,1,1912.27
6758,14419,10,4,395.33
6759,2810,388,4,5482.96
6760,9024,472,5,8162.55
6761,10087,383,3,5157.46
6762,3400,411,2,1314.33
6763,10276,122,4,8180.09
6764,13985,188,5,5330.51
6765,12002,419,3,2984.31
6766,14131,22,3,1658.35
6767,8021,307,4,4019.4
6768,11331,189,1,8899.99
6769,3379,14,4,7643.58
6770,1379,132,2,426.52
6771,12403,100,1,9593.58
6772,14489,341,4,6881.86
6773,7263,326,1,8400.33
6774,1805,408,1,8941.62
6775,14716,46,4,8792.03
6776,3927,116,1,2672.92
6777,13311,285,5,3933.55
6778,13616,467,4,2506.92
6779,13871,83,1,9659.08
6780,13740,253,3,6781.48
6781,12621,178,3,9950.37
6782,10931,415,5,2187.71
6783,4112,37,2,5308.22
6784,9861,476,4,7708.58
6785,9570,230,5,2678.09
6786,14745,3,4,6914.47
6787,10306,238,2,8127.0
6788,7359,228,4,604.91
6789,3000,18,1,1342.37
6790,6186,378,3,3236.96
6791,2072,164,1,8667.88
6792,5218,485,4,8787.67
6793,582,296,3,3030.48
6794,1147,474,5,6301.48
6795,4896,172,3,8002.21
6796,184,331,1,1285.58
6797,4599,11,3,1837.72
6798,5574,451,5,5360.01
6799,10741,454,3,3126.41
6800,13723,500,1,9839.38
6801,9162,203,1,8511.61
6802,614,385,1,9715.08
6803,12865,250,1,9260.34
6804,3091,361,3,5463.67
6805,3065,324,5,2208.08
6806,8117,267,4,9197.24
6807,13448,278,1,8996.64
6808,10478,287,5,200.71
6809,12721,202,1,9011.14
6810,1399,462,5,9857.56
6811,10146,490,2,1232.7
6812,9908,471,1,3581.14
6813,2922,227,2,5782.67
6814,551,80,3,7702.5
6815,4054,367,3,2146.49
6816,12306,377,4,9039.51
6817,2171,23,5,1685.18
6818,13955,427,5,3259.85
6819,9833,149,5,938.71
6820,10688,358,3,3041.52
6821,4609,362,3,9726.31
6822,10786,406,2,5823.84
6823,5629,197,5,6070.18
6824,12984,210,4,4078.3
6825,2317,59,3,3468.76
6826,10230,265,5,6606.49
6827,13871,13,1,7258.78
6828,11620,330,2,9882.58
6829,11501,121,2,4637.39
6830,3671,20,1,5418.04
6831,12464,14,1,7643.58
6832,10379,189,2,8899.99
6833,2134,206,4,2172.19
6834,7917,203,4,8511.61
6835,13839,194,2,1359.67
6836,4263,85,4,2064.18
6837,7687,182,5,576.46
6838,13919,184,3,3270.76
6839,10247,89,4,2158.02
6840,736,210,4,4078.3
6841,14653,58,2,7243.02
6842,9158,470,3,7905.83
6843,2193,369,4,8266.36
6844,4555,148,4,6826.23
6845,11363,305,5,4723.38
6846,12916,244,5,1081.56
6847,13186,493,4,5685.39
6848,14587,481,2,4000.0
6849,9088,429,1,4716.21
6850,5967,457,5,9921.34
6851,7495,52,5,8643.0
6852,11204,379,1,6490.64
6853,14802,258,3,9737.13
6854,9217,329,5,1250.04
6855,2960,252,3,4660.57
6856,12985,337,5,4035.25
6857,2186,381,5,3904.17
6858,3815,137,2,2848.21
6859,13046,52,3,8643.0
6860,3095,492,4,9608.88
6861,12847,202,2,9011.14
6862,1021,6,5,2683.41
6863,6665,72,4,879.52
6864,13349,196,4,3830.25
6865,1896,349,2,4111.82
6866,12838,251,2,2903.35
6867,473,60,3,8583.96
6868,6427,396,5,8634.83
6869,14278,425,3,3696.53
6870,416,261,4,980.67
6871,11598,292,1,6604.75
6872,7313,468,4,4653.8
6873,4798,478,1,6425.58
6874,13047,385,2,9715.08
6875,332,309,3,6463.56
6876,3716,210,5,4078.3
6877,10000,30,4,7899.0
6878,8022,388,4,5482.96
6879,5997,205,3,4022.8
6880,3269,452,5,7515.99
6881,4835,75,2,8352.41
6882,1511,398,3,4962.95
6883,334,326,2,8400.33
6884,8557,83,4,9659.08
6885,363,94,4,8180.15
6886,7924,205,4,4022.8
6887,8760,34,5,4719.44
6888,2633,412,3,6068.19
6889,14233,202,1,9011.14
6890,8846,216,4,3464.18
6891,8807,301,3,9862.65
6892,4668,409,3,5767.52
6893,4389,110,5,1178.02
6894,7003,218,3,2942.56
6895,1846,59,2,3468.76
6896,13106,379,1,6490.64
6897,7956,428,1,1211.53
6898,1055,4,3,1038.64
6899,8494,488,1,6635.81
6900,9032,360,4,8818.48
6901,10253,406,3,5823.84
6902,6770,333,3,3312.61
6903,12739,113,5,9827.8
6904,12773,461,5,798.26
6905,13371,290,2,1424.2
6906,3068,377,3,9039.51
6907,520,201,1,7769.45
6908,4301,313,4,4182.64
6909,1981,420,3,968.02
6910,10335,329,4,1250.04
6911,7771,326,2,8400.33
6912,7293,326,4,8400.33
6913,2968,65,5,7934.0
6914,5629,181,4,5638.45
6915,7730,130,1,2180.26
6916,3067,13,3,7258.78
6917,8128,462,5,9857.56
6918,376,80,5,7702.5
6919,2946,249,1,745.94
6920,1710,99,5,7770.51
6921,14199,161,5,8407.44
6922,13774,393,2,9148.93
6923,732,376,3,258.42
6924,14743,439,4,3081.57
6925,409,433,5,3027.9
6926,14999,229,1,1133.55
6927,3603,30,3,7899.0
6928,9522,197,2,6070.18
6929,3994,309,2,6463.56
6930,13219,354,4,7095.06
6931,12698,245,2,8611.56
6932,11620,303,2,9299.69
6933,14653,460,5,4289.39
6934,13093,351,3,5555.13
6935,4972,173,4,3149.12
6936,12043,490,5,1232.7
6937,10000,374,4,9108.7
6938,4104,244,2,1081.56
6939,5489,268,4,5811.88
6940,4389,173,3,3149.12
6941,1993,101,1,6090.24
6942,5134,251,3,2903.35
6943,14474,124,3,8055.13
6944,1310,342,2,6063.95
6945,187,70,4,8962.34
6946,12574,400,4,8624.0
6947,4840,322,4,6758.75
6948,1802,55,5,4706.61
6949,1927,170,2,2257.83
6950,6783,313,1,4182.64
6951,7327,467,2,2506.92
6952,12092,492,2,9608.88
6953,2452,257,1,2683.93
6954,14838,333,3,3312.61
6955,11171,201,5,7769.45
6956,3614,48,2,1838.87
6957,3023,183,2,5880.7
6958,11177,5,2,6386.27
6959,8379,374,1,9108.7
6960,5753,452,3,7515.99
6961,14779,196,2,3830.25
6962,13501,33,4,968.15
6963,616,200,2,2884.6
6964,7648,355,2,8627.33
6965,2856,126,1,2937.97
6966,1157,63,4,5383.93
6967,10886,67,2,9629.35
6968,8818,8,3,6565.53
6969,13556,354,1,7095.06
6970,9104,228,3,604.91
6971,10384,213,2,3800.6
6972,8626,455,1,1899.28
6973,2449,34,2,4719.44
6974,1957,186,5,7246.03
6975,3659,437,3,3675.25
6976,5168,4,2,1038.64
6977,10086,441,3,2052.86
6978,6107,112,5,8874.43
6979,7593,6,5,2683.41
6980,7002,459,2,1906.15
6981,214,389,2,3380.61
6982,13824,17,4,7305.81
6983,7071,374,4,9108.7
6984,11040,117,2,3613.97
6985,8136,13,1,7258.78
6986,2731,498,1,6884.43
6987,6741,118,4,8743.3
6988,11782,486,4,9524.97
6989,10621,311,2,7839.59
6990,10346,87,4,2322.38
6991,14673,197,4,6070.18
6992,7667,214,5,8463.2
6993,12807,343,3,3581.46
6994,12948,16,3,8266.92
6995,14064,497,3,4248.99
6996,6336,291,5,5087.5
6997,7188,496,1,2786.49
6998,4127,249,5,745.94
6999,3608,111,5,5010.75
7000,2236,393,3,9148.93
7001,14273,427,5,3259.85
7002,2941,341,3,6881.86
7003,9873,417,3,1315.86
7004,1136,288,2,6906.22
7005,2340,374,1,9108.7
7006,10696,498,3,6884.43
7007,220,388,2,5482.96
7008,6279,228,3,604.91
7009,1527,64,2,3923.84
7010,4655,255,1,8283.02
7011,5846,355,5,8627.33
7012,7767,260,1,4925.88
7013,8547,121,2,4637.39
7014,14517,260,3,4925.88
7015,6085,261,4,980.67
7016,3370,436,1,6908.99
7017,6971,310,4,5989.12
7018,2879,204,5,5285.57
7019,8301,425,5,3696.53
7020,6040,136,3,5846.66
7021,7576,461,5,798.26
7022,9689,413,5,202.63
7023,4845,61,5,1207.44
7024,3707,462,1,9857.56
7025,1696,148,4,6826.23
7026,8644,238,1,8127.0
7027,1358,470,2,7905.83
7028,8796,394,4,6388.25
7029,14754,173,2,3149.12
7030,14612,326,2,8400.33
7031,1937,144,3,1912.27
7032,4461,249,4,745.94
7033,6529,268,3,5811.88
7034,9843,68,1,4687.17
7035,1919,59,4,3468.76
7036,7203,174,4,7399.81
7037,12206,479,5,9565.21
7038,14385,65,5,7934.0
7039,9751,160,4,451.76
7040,5039,225,1,1137.36
7041,6929,96,1,2678.45
7042,2409,264,3,9277.81
7043,14428,454,3,3126.41
7044,13799,98,3,4922.59
7045,13578,300,1,1815.98
7046,5658,201,1,7769.45
7047,8633,353,1,3759.57
7048,7357,457,2,9921.34
7049,9628,460,2,4289.39
7050,5027,218,3,2942.56
7051,3145,207,4,4423.45
7052,286,347,4,5876.24
7053,964,250,2,9260.34
7054,11575,283,5,5067.19
7055,2938,51,1,8177.56
7056,12226,209,5,9837.59
7057,3539,488,3,6635.81
7058,7423,484,2,322.48
7059,6412,15,4,3870.03
7060,6678,335,4,1115.92
7061,11070,39,2,3738.32
7062,13254,290,2,1424.2
7063,11737,193,2,1281.1
7064,10225,67,2,9629.35
7065,245,287,2,200.71
7066,12583,51,5,8177.56
7067,3624,100,3,9593.58
7068,3250,4,1,1038.64
7069,6157,145,4,6422.41
7070,500,178,5,9950.37
7071,14046,422,5,9215.56
7072,9658,70,5,8962.34
7073,13268,1,5,6315.21
7074,4749,306,4,9402.04
7075,12727,53,4,7460.59
7076,3807,280,4,7595.69
7077,959,201,3,7769.45
7078,8832,198,1,946.71
7079,6823,285,2,3933.55
7080,9210,171,1,9757.17
7081,8104,305,3,4723.38
7082,1069,378,5,3236.96
7083,894,114,4,3570.81
7084,6537,170,5,2257.83
7085,12232,280,2,7595.69
7086,12563,262,1,6965.43
7087,8766,88,4,8219.74
7088,14932,160,1,451.76
7089,12419,126,1,2937.97
7090,4428,403,5,4023.58
7091,3660,173,5,3149.12
7092,4444,96,4,2678.45
7093,8473,334,2,7620.87
7094,5531,474,3,6301.48
7095,13253,261,5,980.67
7096,4327,368,4,1767.74
7097,11280,113,4,9827.8
7098,9451,436,3,6908.99
7099,4951,91,5,7135.75
7100,12776,212,1,1848.43
7101,4324,335,3,1115.92
7102,1439,278,4,8996.64
7103,6192,499,1,3186.27
7104,2436,107,3,1494.13
7105,8352,33,4,968.15
7106,12050,169,4,1462.57
7107,6366,385,3,9715.08
7108,1956,456,3,8200.2
7109,4459,288,5,6906.22
7110,9029,122,3,8180.09
7111,1108,275,5,8842.88
7112,4658,480,3,5205.62
7113,8498,206,2,2172.19
7114,12738,102,4,9476.14
7115,7768,62,1,2223.61
7116,7643,20,5,5418.04
7117,1441,433,5,3027.9
7118,10060,402,2,2303.92
7119,11292,398,2,4962.95
7120,6855,34,1,4719.44
7121,9814,233,5,4748.37
7122,12485,398,3,4962.95
7123,6417,386,2,3146.12
7124,10001,30,4,7899.0
7125,12941,330,3,9882.58
7126,6560,350,1,2158.61
7127,13480,383,5,5157.46
7128,10384,37,2,5308.22
7129,14912,26,2,482.02
7130,14304,369,2,8266.36
7131,5924,410,1,9139.34
7132,4782,244,3,1081.56
7133,1990,112,4,8874.43
7134,14899,316,3,5796.51
7135,12255,280,5,7595.69
7136,9632,186,4,7246.03
7137,1914,482,5,6578.94
7138,6120,254,4,8610.26
7139,8526,382,2,2606.69
7140,8680,499,1,3186.27
7141,2843,205,1,4022.8
7142,3667,419,1,2984.31
7143,9042,141,3,1098.86
7144,12332,163,2,1948.49
7145,8812,399,5,5584.71
7146,14576,87,4,2322.38
7147,3435,429,3,4716.21
7148,923,155,4,5690.41
7149,6772,311,4,7839.59
7150,10223,23,3,1685.18
7151,8392,139,3,8246.2
7152,3629,47,1,6387.23
7153,14174,287,3,200.71
7154,13444,184,4,3270.76
7155,6699,135,3,5819.88
7156,11883,316,1,5796.51
7157,3738,321,1,9739.1
7158,13165,40,2,5521.2
7159,3464,266,1,4135.03
7160,4410,58,3,7243.02
7161,144,46,4,8792.03
7162,8976,308,3,3248.37
7163,10377,86,4,4357.67
7164,9898,315,4,7046.48
7165,10599,362,2,9726.31
7166,8370,82,2,6679.0
7167,2001,305,1,4723.38
7168,5570,302,1,256.64
7169,12369,58,1,7243.02
7170,12740,185,2,9608.72
7171,13779,261,3,980.67
7172,6541,119,4,3230.43
7173,5090,153,5,8748.36
7174,3597,102,5,9476.14
7175,10594,88,3,8219.74
7176,11410,104,5,4430.26
7177,6807,392,3,557.07
7178,1337,305,3,4723.38
7179,8229,91,1,7135.75
7180,13973,367,4,2146.49
7181,1278,245,4,8611.56
7182,14242,40,4,5521.2
7183,2626,425,5,3696.53
7184,11269,49,5,7978.95
7185,1482,65,5,7934.0
7186,14937,157,2,7290.81
7187,1323,497,2,4248.99
7188,10402,73,1,9210.64
7189,2967,265,3,6606.49
7190,14757,176,2,8922.31
7191,2304,216,4,3464.18
7192,5511,247,3,1511.4
7193,3398,357,4,6115.84
7194,1035,203,5,8511.61
7195,1645,465,5,9276.0
7196,11581,411,3,1314.33
7197,13734,305,1,4723.38
7198,11304,425,1,3696.53
7199,9117,145,4,6422.41
7200,7290,340,5,3757.64
7201,6467,322,4,6758.75
7202,10181,90,2,7785.19
7203,13930,301,5,9862.65
7204,12171,199,4,8014.84
7205,10615,308,3,3248.37
7206,2889,434,1,3167.56
7207,9316,363,1,6816.26
7208,10909,337,1,4035.25
7209,7453,357,4,6115.84
7210,14355,204,4,5285.57
7211,3529,197,3,6070.18
7212,9221,100,1,9593.58
7213,1045,378,5,3236.96
7214,8036,441,2,2052.86
7215,13258,89,4,2158.02
7216,8439,39,5,3738.32
7217,9800,56,5,7342.67
7218,1967,313,1,4182.64
7219,9537,331,2,1285.58
7220,1716,445,2,4601.52
7221,5234,143,5,5350.83
7222,2529,334,3,7620.87
7223,11743,55,4,4706.61
7224,7450,461,4,798.26
7225,611,48,5,1838.87
7226,5151,295,4,8795.72
7227,3500,97,3,509.52
7228,5852,287,1,200.71
7229,1914,222,5,9786.82
7230,915,403,3,4023.58
7231,792,262,3,6965.43
7232,827,203,3,8511.61
7233,14805,37,1,5308.22
7234,13116,278,1,8996.64
7235,4798,51,5,8177.56
7236,4242,291,3,5087.5
7237,4756,311,1,7839.59
7238,12962,156,3,7160.7
7239,5840,293,1,8242.9
7240,8610,272,2,4556.48
7241,13353,124,2,8055.13
7242,8979,313,3,4182.64
7243,8827,99,1,7770.51
7244,4464,386,3,3146.12
7245,3200,69,1,8226.4
7246,2755,128,5,1686.89
7247,455,144,5,1912.27
7248,11542,108,5,1734.18
7249,11083,239,3,1994.61
7250,13165,165,3,5790.97
7251,6821,252,3,4660.57
7252,2119,38,5,4667.15
7253,4452,28,4,966.94
7254,8130,149,5,938.71
7255,7165,476,2,7708.58
7256,13422,469,1,1716.73
7257,12516,242,1,7663.19
7258,6717,408,5,8941.62
7259,2196,445,2,4601.52
7260,8870,484,1,322.48
7261,1587,88,5,8219.74
7262,5420,222,5,9786.82
7263,1088,469,1,1716.73
7264,10408,199,4,8014.84
7265,669,351,2,5555.13
7266,976,213,3,3800.6
7267,10926,468,4,4653.8
7268,10732,44,4,3917.55
7269,1489,298,5,8878.51
7270,2115,322,4,6758.75
7271,13102,227,2,5782.67
7272,10577,375,2,6848.53
7273,2247,311,4,7839.59
7274,13804,27,2,6600.12
7275,4341,105,3,328.39
7276,5739,34,4,4719.44
7277,526,12,1,3492.99
