product_id,name,category,price,stock_quantity
483,Beauty & Care Elite Item-483,Beauty & Care,9066.19,472
484,Sports & Fitness Ultra Item-484,Sports & Fitness,322.48,191
485,Beauty & Care Pro Item-485,Beauty & Care,8787.67,477
486,Home & Kitchen Prime Item-486,Home & Kitchen,9524.97,299
487,Apparel Plus Item-487,Apparel,6550.82,245
488,Footwear Eco Item-488,Footwear,6635.81,348
489,Books & Stationery Lite Item-489,Books & Stationery,3207.62,228
490,Footwear Plus Item-490,Footwear,1232.7,332
491,Home & Kitchen Ultra Item-491,Home & Kitchen,7055.9,205
492,Apparel Eco Item-492,Apparel,9608.88,93
493,Apparel Plus Item-493,Apparel,5685.39,271
494,Home & Kitchen Max Item-494,Home & Kitchen,3573.94,322
495,Electronics Lite Item-495,Electronics,6702.94,446
496,Apparel Plus Item-496,Apparel,2786.49,383
497,Electronics Max Item-497,Electronics,4248.99,436
498,Beauty & Care Pro Item-498,Beauty & Care,6884.43,223
499,Beauty & Care Max Item-499,Beauty & Care,3186.27,336
500,Electronics Classic Item-500,Electronics,9839.38,291
