order_id,customer_id,order_date,total_amount,status
2128,3234,2025-08-06,41966.73,Completed
2129,3081,2025-12-07,22218.37,Completed
2130,86,2025-07-01,25031.75,Shipped
2131,2909,2025-03-01,27961.84,Cancelled
2132,341,2025-12-03,107641.13,Completed
2133,3405,2025-02-13,61746.55,Completed
2134,1166,2025-02-08,8688.76,Completed
2135,2622,2025-11-20,28688.97,Pending
2136,2228,2026-01-10,62735.19,Pending
2137,4651,2025-12-03,0.0,Completed
2138,3769,2025-07-28,34273.29,Completed
2139,297,2025-01-16,19851.8,Shipped
2140,934,2025-11-30,41749.02,Completed
2141,1271,2025-10-07,42001.65,Completed
2142,4648,2025-01-11,8511.61,Cancelled
2143,1785,2025-10-26,58978.28,Completed
2144,1728,2026-02-02,18945.29,Shipped
2145,4912,2025-09-02,8835.5,Cancelled
2146,2519,2025-04-10,0.0,Pending
2147,868,2025-03-06,31023.24,Completed
2148,1388,2026-01-20,35495.94,Shipped
2149,2651,2026-03-12,28972.08,Shipped
2150,3413,2026-01-12,64697.64,Completed
2151,873,2026-01-26,0.0,Cancelled
2152,1094,2025-11-10,49774.16,Shipped
2153,4313,2025-10-15,0.0,Shipped
2154,1772,2025-12-08,35568.65,Completed
2155,1525,2026-02-28,0.0,Completed
2156,4819,2025-09-06,3573.94,Pending
2157,4901,2026-03-17,117025.41,Completed
2158,4614,2026-01-07,0.0,Completed
2159,2456,2025-04-02,0.0,Completed
2160,2801,2025-04-03,19470.9,Completed
2161,2488,2025-05-07,0.0,Cancelled
2162,4731,2025-01-16,40146.68,Shipped
2163,3688,2025-11-23,64782.79,Cancelled
2164,3689,2025-11-05,0.0,Shipped
2165,3788,2025-07-27,70454.6,Pending
2166,3722,2025-12-14,27255.51,Cancelled
2167,1092,2025-04-26,42333.05,Completed
2168,3102,2025-02-18,56881.14,Pending
2169,1855,2025-04-29,0.0,Shipped
2170,4419,2025-04-24,97448.73,Completed
2171,4632,2025-09-19,27371.53,Shipped
2172,4537,2025-05-29,36779.47,Shipped
2173,2750,2025-12-16,38186.97,Completed
2174,76,2025-10-28,28554.07,Pending
2175,2728,2025-03-15,62732.57,Pending
2176,4473,2026-01-13,66792.11,Pending
2177,849,2026-03-18,0.0,Shipped
2178,3568,2026-02-08,26975.16,Completed
2179,3266,2025-02-05,4375.42,Completed
2180,1133,2025-03-07,74222.58,Shipped
2181,452,2025-02-08,46569.96,Completed
2182,3560,2025-12-02,202.63,Pending
2183,4931,2025-01-15,3729.7,Shipped
2184,3728,2025-07-14,81335.73,Shipped
2185,220,2025-08-19,16840.27,Shipped
2186,545,2025-12-10,30909.38,Completed
2187,5,2026-03-26,0.0,Shipped
2188,3667,2025-04-10,82059.7,Completed
2189,4766,2025-08-22,70215.22,Shipped
2190,3269,2025-04-10,48742.23,Shipped
2191,327,2026-03-05,69828.66,Cancelled
2192,4460,2025-05-08,65668.49,Shipped
2193,3580,2025-07-04,39606.22,Completed
2194,1178,2025-01-05,4035.25,Completed
2195,396,2025-09-07,91359.72,Completed
2196,818,2025-01-09,48910.8,Completed
2197,82,2026-03-17,0.0,Completed
2198,3135,2025-12-29,51820.65,Completed
2199,4093,2025-03-08,39903.1,Shipped
2200,4165,2025-12-20,18447.9,Pending
2201,4336,2025-10-24,51181.38,Shipped
2202,4988,2025-02-16,7047.79,Shipped
2203,4767,2025-12-24,3314.44,Completed
2204,3258,2025-06-06,49969.35,Completed
2205,3849,2026-02-16,0.0,Completed
2206,217,2025-04-17,1115.92,Completed
2207,13,2025-12-27,27503.73,Completed
2208,2767,2025-05-31,57638.0,Pending
2209,4165,2025-11-04,7769.45,Completed
2210,325,2025-10-19,29599.24,Completed
2211,2387,2025-02-07,78614.95,Shipped
2212,1439,2025-01-13,52814.23,Completed
2213,3552,2025-09-22,30376.17,Cancelled
2214,4220,2025-02-14,5369.48,Completed
2215,3564,2026-02-21,53280.33,Completed
2216,4716,2025-11-13,41342.69,Pending
2217,4449,2025-07-22,7036.36,Cancelled
2218,1425,2025-07-11,28082.87,Completed
2219,4509,2025-05-13,112669.29,Shipped
2220,1009,2025-07-12,27168.17,Completed
2221,4197,2025-07-13,0.0,Completed
2222,2436,2025-02-25,0.0,Shipped
2223,3004,2026-01-12,0.0,Completed
2224,1528,2025-01-01,7531.18,Shipped
2225,4423,2025-10-09,2628.66,Cancelled
2226,4123,2026-01-20,52344.86,Completed
2227,4792,2025-10-05,14055.4,Completed
2228,3672,2025-01-28,10752.04,Completed
2229,735,2025-07-24,29570.01,Shipped
2230,138,2025-02-26,35150.68,Completed
2231,4503,2025-04-28,6967.14,Cancelled
2232,1759,2025-08-01,32307.29,Cancelled
2233,1143,2026-03-24,7047.79,Cancelled
2234,1333,2026-02-09,104535.15,Shipped
2235,4149,2025-10-30,72480.11,Completed
2236,1355,2025-10-26,36893.55,Completed
2237,2472,2025-09-09,0.0,Shipped
2238,2935,2025-03-07,23504.96,Cancelled
2239,228,2025-10-18,56198.78,Shipped
2240,1500,2026-02-03,9786.82,Completed
2241,1446,2025-11-20,0.0,Shipped
2242,2087,2025-03-20,11639.76,Completed
2243,3790,2025-05-03,8922.31,Completed
2244,4158,2025-11-06,121661.04,Pending
2245,4392,2025-10-02,2848.21,Shipped
2246,2643,2025-07-20,23103.39,Completed
2247,418,2025-09-23,99356.96,Shipped
2248,3218,2025-10-01,39259.29,Completed
2249,704,2025-10-18,114666.67,Shipped
2250,1917,2026-03-21,25134.93,Shipped
2251,266,2025-04-21,37278.12,Completed
2252,2770,2025-04-19,107028.57,Shipped
2253,902,2026-03-26,125972.99,Shipped
2254,2471,2025-07-08,121393.93,Completed
2255,4046,2025-11-25,61380.3,Pending
2256,3315,2025-07-31,5937.64,Shipped
2257,2126,2025-09-19,25114.05,Pending
2258,4269,2025-03-24,44814.3,Shipped
2259,1446,2025-02-18,103990.74,Completed
2260,564,2026-03-27,10825.33,Completed
2261,2361,2025-09-08,26263.15,Cancelled
2262,54,2026-01-22,45992.94,Completed
2263,3993,2025-07-08,33528.99,Shipped
2264,162,2025-11-05,13911.19,Shipped
2265,1537,2025-07-19,27286.56,Shipped
2266,127,2025-09-05,76907.84,Completed
2267,2579,2025-11-26,29565.9,Completed
2268,4123,2025-02-04,68995.51,Completed
2269,1118,2025-09-08,38980.33,Completed
2270,2791,2025-08-20,18052.1,Shipped
2271,4509,2025-06-26,0.0,Completed
2272,3013,2025-11-03,33766.7,Completed
2273,2228,2025-03-25,5109.85,Completed
2274,1544,2025-02-19,79939.1,Shipped
2275,3266,2025-12-18,7557.0,Completed
2276,3853,2025-07-12,24624.45,Completed
2277,4632,2025-11-21,0.0,Cancelled
2278,1660,2025-12-20,33228.52,Pending
2279,4169,2026-01-16,56633.5,Shipped
2280,783,2025-06-20,115072.34,Cancelled
2281,4204,2025-04-03,4930.8,Pending
2282,272,2025-08-31,64809.91,Shipped
2283,3154,2025-09-11,0.0,Cancelled
2284,1874,2025-08-24,14344.29,Completed
2285,864,2025-03-27,21632.51,Completed
2286,1156,2025-04-26,71616.96,Completed
2287,168,2025-11-05,36004.68,Completed
2288,1343,2025-06-20,10175.0,Shipped
2289,3853,2025-04-11,63301.82,Cancelled
2290,3632,2026-02-07,141417.41,Pending
2291,2960,2025-05-26,36375.91,Shipped
2292,4872,2025-08-30,81663.52,Pending
2293,905,2026-03-01,7898.4,Shipped
2294,1449,2025-03-03,15632.05,Completed
2295,1324,2025-03-03,55265.84,Pending
2296,682,2025-05-07,96075.97,Shipped
2297,2358,2025-05-31,114266.16,Completed
2298,1523,2026-02-22,226.39,Cancelled
2299,4522,2025-07-28,17220.52,Shipped
2300,1015,2025-04-11,24165.39,Pending
2301,599,2025-10-22,18552.0,Pending
2302,2918,2025-04-17,35710.61,Pending
2303,1968,2025-01-23,111097.22,Completed
2304,3532,2025-01-29,35160.31,Cancelled
2305,1426,2025-07-01,0.0,Pending
2306,813,2025-09-03,103855.15,Cancelled
2307,1984,2026-01-27,36812.17,Completed
2308,2389,2025-01-01,30528.2,Pending
2309,3176,2025-06-28,30340.95,Pending
2310,4913,2025-09-25,26788.67,Completed
2311,3192,2026-02-14,0.0,Pending
2312,4895,2026-01-20,31005.11,Shipped
2313,1794,2025-12-05,67002.68,Completed
2314,2331,2025-07-14,3347.76,Cancelled
2315,4068,2025-04-29,7627.92,Completed
2316,2388,2025-07-23,112718.48,Pending
2317,3711,2025-11-20,42365.57,Completed
2318,2994,2025-07-07,11771.52,Completed
2319,2258,2025-05-13,9040.17,Completed
2320,3970,2025-02-03,37743.12,Shipped
2321,476,2025-08-11,34046.22,Cancelled
2322,3313,2025-05-23,60609.58,Shipped
2323,2815,2026-03-07,39057.44,Completed
2324,4371,2025-12-14,11924.95,Completed
2325,3340,2026-03-09,0.0,Shipped
2326,1146,2025-02-07,26055.78,Completed
2327,4861,2026-02-17,57007.35,Cancelled
2328,1315,2026-01-31,64264.29,Pending
2329,4658,2025-05-15,110555.38,Completed
2330,631,2025-12-31,87364.97,Shipped
2331,2366,2025-09-15,54052.43,Completed
2332,4813,2025-04-15,9079.9,Shipped
2333,2255,2025-01-09,13816.69,Pending
2334,2649,2025-09-01,64883.02,Shipped
2335,2250,2025-03-08,30880.09,Completed
2336,1894,2025-12-15,26528.64,Shipped
2337,4444,2025-07-15,2988.26,Pending
2338,46,2025-02-17,36236.15,Completed
2339,1181,2025-02-12,17764.49,Completed
2340,2797,2025-04-22,93261.88,Pending
2341,3518,2025-08-05,25547.26,Shipped
2342,4424,2025-03-07,14417.25,Completed
2343,4073,2025-03-06,27218.97,Pending
2344,2089,2026-03-11,49477.2,Completed
2345,4674,2025-10-12,54691.69,Pending
2346,1981,2025-04-29,11610.09,Shipped
2347,2321,2025-06-16,38377.4,Completed
2348,2702,2025-08-24,16234.86,Pending
2349,4909,2026-02-22,32699.72,Shipped
2350,3712,2025-02-08,48146.75,Shipped
2351,2768,2025-09-12,2786.49,Completed
2352,4484,2025-07-17,59452.91,Pending
2353,3772,2026-01-01,24655.09,Completed
2354,55,2025-01-03,8747.58,Shipped
2355,4772,2025-07-05,13101.64,Cancelled
2356,1447,2025-04-12,0.0,Completed
2357,2967,2025-10-21,23784.63,Shipped
2358,4171,2026-03-19,21143.44,Completed
2359,416,2025-03-22,0.0,Cancelled
2360,2821,2026-03-10,0.0,Cancelled
2361,773,2025-12-10,114714.54,Pending
2362,4038,2025-07-02,748.02,Completed
2363,1204,2025-08-19,24659.22,Completed
2364,3317,2025-02-13,22801.13,Pending
2365,1887,2025-10-09,24600.6,Shipped
2366,4235,2025-08-24,33169.58,Cancelled
2367,4159,2025-04-15,107040.32,Cancelled
2368,1139,2025-06-28,39478.6,Pending
2369,1807,2025-12-26,0.0,Shipped
2370,556,2025-01-28,25534.92,Shipped
2371,2366,2026-03-26,81140.92,Completed
2372,4891,2025-05-06,0.0,Completed
2373,3387,2025-03-11,7624.6,Completed
2374,2489,2025-05-11,52431.0,Completed
2375,3408,2025-04-22,75970.42,Completed
2376,2267,2025-04-13,43174.31,Shipped
2377,1094,2025-02-03,51940.38,Cancelled
2378,3999,2026-02-20,20529.52,Cancelled
2379,4411,2025-10-24,0.0,Pending
2380,2152,2025-11-21,6750.51,Completed
2381,2937,2025-01-05,99412.03,Shipped
2382,2863,2025-06-16,19446.98,Shipped
2383,4458,2025-09-15,22905.17,Shipped
2384,2914,2025-04-27,116027.37,Cancelled
2385,3875,2025-06-04,0.0,Pending
2386,1624,2026-02-18,20798.05,Completed
2387,4981,2025-09-07,74025.75,Pending
2388,3833,2025-04-18,0.0,Completed
2389,4710,2025-06-01,43829.6,Cancelled
2390,2104,2026-01-20,91781.21,Completed
2391,4473,2026-03-20,78011.17,Pending
2392,3261,2025-11-30,0.0,Shipped
2393,4195,2025-06-08,30154.41,Shipped
2394,3124,2025-12-19,796.13,Completed
2395,3153,2025-09-22,19575.56,Completed
2396,1002,2026-02-20,1496.04,Cancelled
2397,3911,2025-06-24,0.0,Cancelled
2398,3538,2025-01-31,22296.42,Pending
2399,1991,2026-01-27,34721.71,Shipped
2400,1250,2026-03-14,29370.68,Cancelled
2401,1625,2026-01-07,103375.29,Shipped
2402,3475,2025-10-05,0.0,Completed
2403,1693,2026-03-05,14407.8,Pending
2404,2164,2025-07-19,3812.3,Completed
2405,1706,2025-04-20,34912.62,Shipped
2406,1810,2025-03-09,60080.84,Pending
2407,3021,2025-09-27,9851.76,Completed
2408,3555,2025-12-19,0.0,Completed
2409,1480,2025-12-17,31766.98,Cancelled
2410,2090,2025-09-29,62358.46,Completed
2411,3286,2025-10-18,0.0,Shipped
2412,4778,2025-04-09,24031.21,Shipped
2413,4943,2025-01-15,1038.64,Completed
2414,2065,2025-01-25,45099.66,Cancelled
2415,921,2025-11-19,14682.65,Completed
2416,3072,2025-04-03,42886.74,Shipped
2417,1255,2025-10-12,76207.84,Shipped
2418,1097,2026-03-10,9933.54,Completed
2419,4770,2026-03-08,117128.31,Completed
2420,2128,2025-03-31,20307.87,Completed
2421,265,2025-02-20,73273.55,Pending
2422,290,2026-03-06,98426.67,Completed
2423,1759,2025-02-27,13668.36,Pending
2424,1046,2025-05-09,63749.62,Cancelled
2425,3075,2025-01-02,39825.45,Completed
2426,4067,2025-07-28,18778.17,Shipped
2427,917,2026-03-21,28249.22,Cancelled
2428,4208,2025-05-27,36057.14,Pending
2429,2011,2025-09-13,14672.93,Pending
2430,592,2025-05-31,8345.54,Shipped
2431,3002,2025-09-05,54071.84,Completed
2432,4074,2026-02-08,0.0,Completed
2433,4868,2025-06-02,97201.15,Completed
2434,735,2025-06-19,59425.82,Cancelled
2435,817,2025-06-21,79071.92,Completed
2436,2764,2026-01-08,18602.22,Shipped
2437,1620,2026-02-04,75425.35,Pending
2438,4955,2025-12-28,83059.75,Shipped
2439,1577,2025-01-08,72671.44,Completed
2440,2339,2025-04-10,72261.66,Cancelled
2441,2281,2025-05-26,34465.51,Completed
2442,2179,2025-10-10,25338.4,Completed
2443,1532,2025-12-07,64598.27,Completed
2444,974,2025-03-10,78417.63,Cancelled
2445,277,2025-01-14,76850.15,Pending
2446,3155,2025-10-08,69838.95,Completed
2447,1192,2025-01-18,0.0,Completed
2448,2286,2025-01-05,202.63,Completed
2449,2837,2026-02-23,25893.35,Completed
2450,309,2026-01-16,26374.04,Cancelled
2451,701,2025-01-14,55790.62,Shipped
2452,4563,2025-03-13,3482.19,Pending
2453,2479,2025-09-29,5224.5,Cancelled
2454,699,2025-11-16,69525.67,Completed
2455,4855,2026-02-15,46646.74,Completed
2456,1814,2025-10-19,55962.07,Cancelled
2457,546,2025-03-22,52992.12,Completed
2458,820,2025-01-04,16555.9,Shipped
2459,1285,2025-12-18,86678.73,Pending
2460,1647,2025-04-17,2168.13,Completed
2461,2400,2025-08-26,26086.49,Shipped
2462,2850,2025-07-07,25559.31,Shipped
2463,2129,2025-06-29,82820.17,Shipped
2464,136,2025-02-16,47545.24,Shipped
2465,2961,2025-06-08,75777.71,Shipped
2466,1768,2025-03-26,43046.32,Cancelled
2467,4782,2026-01-18,0.0,Shipped
2468,1517,2025-10-04,12596.48,Pending
2469,1142,2026-02-17,11392.84,Completed
2470,4343,2026-03-25,12097.71,Shipped
2471,2853,2025-11-21,13631.7,Completed
2472,2385,2025-10-20,63982.83,Shipped
2473,2236,2025-10-21,70022.36,Shipped
2474,773,2025-05-12,33513.0,Completed
2475,2518,2026-01-25,19830.39,Cancelled
2476,2057,2025-12-13,99685.68,Shipped
2477,1285,2025-04-18,44902.14,Completed
2478,2943,2025-10-17,31569.76,Shipped
2479,2139,2026-01-14,27639.56,Completed
2480,806,2025-10-18,101227.65,Completed
2481,4166,2025-02-01,49771.21,Shipped
2482,1335,2025-11-18,14768.86,Pending
2483,2992,2025-03-27,71227.65,Shipped
2484,4238,2025-11-10,1906.15,Completed
2485,3663,2026-01-02,19725.3,Cancelled
2486,4354,2025-02-11,48740.81,Completed
2487,2354,2025-09-18,44092.4,Completed
2488,4002,2025-01-22,45618.17,Completed
2489,3608,2026-02-12,5383.93,Completed
2490,4294,2026-03-15,58468.23,Shipped
2491,3635,2026-03-14,7597.12,Completed
2492,4740,2025-05-20,20117.9,Cancelled
2493,3415,2025-08-26,20084.7,Pending
2494,2670,2025-08-11,3634.59,Cancelled
2495,3587,2026-02-25,12819.18,Completed
2496,2813,2025-04-04,46651.21,Shipped
2497,272,2025-04-29,28977.24,Shipped
2498,1651,2025-07-22,1342.37,Completed
2499,2187,2026-03-04,6649.32,Pending
2500,2377,2026-02-22,121117.04,Completed
2501,1098,2025-08-07,42814.57,Shipped
2502,1717,2025-10-20,43298.99,Completed
2503,4707,2025-11-17,16563.05,Completed
2504,4886,2025-08-31,78816.93,Cancelled
2505,4471,2025-06-08,29873.63,Completed
2506,926,2025-01-25,19311.29,Shipped
2507,1086,2025-06-13,78084.32,Shipped
2508,1138,2025-01-14,3507.32,Pending
2509,3101,2025-01-16,113024.55,Cancelled
2510,1308,2025-04-11,23741.85,Completed
2511,1502,2025-05-31,25869.72,Completed
2512,3049,2025-04-01,24942.32,Completed
2513,2886,2025-07-04,0.0,Shipped
2514,2170,2025-12-13,48210.7,Completed
2515,732,2025-03-24,22499.27,Completed
2516,3080,2025-11-02,20441.34,Pending
2517,4628,2026-01-12,68289.21,Shipped
2518,2675,2025-07-23,28245.08,Completed
2519,803,2026-01-04,71751.64,Completed
2520,79,2025-01-18,63106.95,Completed
2521,4777,2025-11-14,23957.69,Cancelled
2522,4411,2025-12-03,27235.56,Shipped
2523,670,2025-04-10,35410.62,Completed
2524,638,2025-08-03,24403.59,Completed
2525,4521,2026-01-14,35441.93,Pending
2526,1202,2025-09-01,24296.88,Cancelled
2527,4260,2025-05-29,149484.84,Shipped
2528,2860,2025-12-30,29804.0,Shipped
2529,2506,2025-11-10,93898.09,Cancelled
2530,1166,2025-11-10,15814.04,Completed
2531,1589,2025-11-02,31792.16,Completed
2532,2571,2025-02-10,63946.49,Shipped
2533,1271,2026-03-22,20986.48,Completed
2534,806,2025-01-08,0.0,Shipped
2535,2718,2025-08-17,9623.28,Pending
2536,1436,2025-04-03,27374.1,Shipped
2537,3329,2025-10-08,6056.87,Completed
2538,949,2025-04-06,64688.93,Completed
2539,2400,2026-03-15,22787.07,Pending
2540,1100,2026-02-19,32977.48,Shipped
2541,3444,2026-01-24,14095.58,Shipped
2542,1957,2026-02-17,22210.17,Cancelled
2543,4077,2026-01-07,58357.05,Cancelled
2544,1731,2026-03-10,1289.92,Shipped
2545,2454,2025-09-17,47019.46,Completed
2546,2877,2026-01-13,30811.13,Cancelled
2547,4180,2025-11-12,64481.64,Completed
2548,3244,2025-08-02,4482.39,Shipped
2549,915,2025-12-10,61572.55,Cancelled
2550,3995,2025-02-23,0.0,Completed
2551,148,2025-09-08,16702.35,Shipped
2552,322,2025-08-19,13257.23,Completed
2553,3225,2025-11-03,46103.84,Shipped
2554,2327,2025-04-20,13754.61,Completed
2555,2856,2025-05-19,0.0,Shipped
2556,2900,2025-08-15,38895.1,Cancelled
2557,3480,2025-11-10,42673.77,Completed
2558,3387,2025-05-14,18916.49,Completed
2559,2784,2025-06-29,15658.68,Completed
2560,4895,2025-04-14,1283.2,Pending
2561,2105,2025-02-17,29137.4,Shipped
2562,2990,2025-11-16,59201.2,Shipped
2563,3298,2026-01-25,36264.76,Completed
2564,1419,2026-03-08,5868.25,Shipped
2565,4865,2025-01-07,18431.12,Completed
2566,3516,2025-09-13,21788.35,Shipped
2567,4533,2025-11-25,96276.21,Shipped
2568,186,2025-03-28,27858.22,Pending
2569,3872,2025-06-12,5976.52,Cancelled
2570,2969,2025-12-27,0.0,Completed
2571,579,2025-02-23,39613.86,Completed
2572,1471,2025-05-12,46152.05,Shipped
2573,1354,2025-07-14,58982.04,Cancelled
2574,4772,2025-06-30,43504.2,Shipped
2575,466,2026-03-26,11979.84,Completed
2576,4991,2025-01-19,0.0,Completed
2577,540,2025-12-11,81818.3,Cancelled
2578,4508,2025-09-26,38476.46,Completed
2579,4196,2026-01-30,23190.75,Completed
2580,1227,2025-03-01,8291.75,Shipped
2581,1669,2025-05-10,57181.21,Shipped
2582,4689,2025-08-24,97047.62,Completed
2583,3688,2025-01-12,34385.77,Pending
2584,1849,2025-04-19,20171.85,Shipped
2585,360,2025-12-04,25150.42,Shipped
2586,2386,2025-06-30,68288.67,Pending
2587,1849,2025-12-05,104244.25,Completed
2588,4332,2025-10-03,82778.38,Shipped
2589,3363,2026-03-15,39700.36,Cancelled
2590,1831,2026-02-15,0.0,Completed
2591,3999,2025-06-11,16912.94,Completed
2592,4018,2026-01-20,20608.21,Shipped
2593,3399,2026-01-09,40914.27,Shipped
2594,1632,2026-02-14,36658.72,Pending
2595,4903,2025-09-29,0.0,Shipped
2596,771,2025-04-23,18827.95,Cancelled
2597,2855,2025-09-04,7892.35,Completed
2598,4377,2025-04-11,0.0,Cancelled
2599,1807,2025-09-13,16330.48,Shipped
2600,2227,2025-09-14,22997.1,Cancelled
2601,77,2026-01-14,68600.47,Completed
2602,4429,2025-08-07,24034.23,Shipped
2603,3891,2025-05-11,42064.36,Completed
2604,829,2025-09-02,8578.78,Completed
2605,4934,2025-05-08,59830.07,Shipped
2606,3783,2025-09-26,39716.12,Completed
2607,2569,2025-09-27,55519.37,Cancelled
2608,2806,2025-05-18,104337.13,Pending
2609,252,2025-12-06,66457.46,Shipped
2610,478,2025-07-06,1672.52,Pending
2611,3945,2026-01-15,36052.54,Shipped
2612,2750,2025-01-16,86944.75,Pending
2613,2217,2026-01-25,0.0,Cancelled
2614,1410,2025-06-25,3296.58,Pending
2615,1403,2026-03-06,2983.76,Completed
2616,4922,2026-01-22,90034.45,Completed
2617,256,2026-02-02,5367.86,Pending
2618,4263,2025-07-19,26229.9,Completed
2619,3684,2025-07-19,5667.27,Completed
2620,1705,2025-04-05,0.0,Shipped
2621,3929,2025-04-18,0.0,Completed
2622,4478,2025-02-16,16360.3,Cancelled
2623,1655,2025-06-12,16029.68,Completed
2624,3961,2025-11-07,25793.33,Completed
2625,128,2025-08-14,118372.86,Completed
2626,2783,2025-02-06,57387.89,Shipped
2627,1011,2025-12-25,125319.5,Shipped
2628,2226,2025-02-08,65753.23,Completed
2629,4970,2025-07-24,0.0,Completed
2630,256,2025-06-19,11844.28,Cancelled
2631,1741,2025-09-25,0.0,Completed
2632,851,2025-06-22,0.0,Shipped
2633,3020,2025-05-26,35944.11,Shipped
2634,3767,2025-09-12,14172.32,Completed
2635,1,2025-09-24,29701.74,Completed
2636,3549,2025-01-10,39720.89,Completed
2637,3715,2026-02-27,9188.6,Pending
2638,621,2026-03-11,43591.32,Shipped
2639,4319,2025-09-08,26393.85,Completed
2640,2400,2026-01-25,17482.44,Completed
2641,4137,2025-10-04,36449.96,Shipped
2642,1855,2025-11-24,54380.38,Pending
2643,3738,2025-05-02,23159.36,Pending
2644,1326,2026-01-29,25076.8,Cancelled
2645,4794,2025-06-12,8733.19,Completed
2646,387,2025-03-08,9242.88,Shipped
2647,407,2025-01-28,11407.37,Completed
2648,4091,2025-08-21,11256.14,Cancelled
2649,3286,2026-02-24,16355.12,Completed
2650,413,2025-07-16,49665.53,Completed
2651,2232,2025-08-12,13993.87,Pending
2652,2836,2025-10-13,34703.76,Cancelled
2653,318,2025-05-23,18242.72,Pending
2654,3649,2025-05-11,3830.25,Shipped
2655,2113,2026-03-15,0.0,Shipped
2656,3432,2025-09-14,118577.65,Completed
2657,2520,2025-07-01,5033.02,Completed
2658,843,2026-01-23,60832.98,Cancelled
2659,3272,2025-07-10,26784.25,Pending
2660,1468,2025-05-20,19157.55,Cancelled
2661,2701,2025-08-25,22875.1,Shipped
2662,3637,2025-08-17,0.0,Completed
2663,73,2025-08-10,46250.76,Completed
2664,502,2026-02-11,47822.58,Completed
2665,2795,2025-05-16,42040.5,Completed
2666,229,2025-02-12,94632.85,Shipped
2667,4665,2026-03-21,59990.11,Shipped
2668,4577,2025-09-19,3738.32,Cancelled
2669,388,2025-04-19,35803.5,Cancelled
2670,1903,2025-02-03,76365.51,Cancelled
2671,553,2025-08-27,112531.69,Completed
2672,3859,2025-09-05,35764.23,Shipped
2673,454,2025-12-23,13945.22,Completed
2674,1624,2026-01-13,43044.66,Pending
2675,1265,2026-03-22,51766.28,Completed
2676,3449,2025-08-16,42910.27,Pending
2677,1871,2026-03-07,102998.22,Completed
2678,2208,2025-07-09,62050.45,Shipped
2679,1722,2025-01-12,0.0,Completed
2680,2485,2025-01-24,38336.32,Completed
2681,4387,2025-03-06,96544.33,Shipped
2682,3444,2025-07-04,18821.35,Completed
2683,561,2025-05-10,56678.97,Completed
2684,2523,2026-03-21,76856.72,Shipped
2685,4782,2026-03-02,16440.99,Shipped
2686,4978,2025-08-01,11752.65,Shipped
2687,1787,2025-05-30,15321.0,Shipped
2688,4602,2025-12-13,55612.91,Completed
2689,1122,2026-02-19,40017.24,Completed
2690,3896,2025-03-24,97131.15,Shipped
2691,1987,2025-04-09,9584.08,Completed
2692,3097,2025-12-14,6571.12,Completed
2693,3710,2025-09-28,41302.51,Completed
2694,1180,2025-02-04,97649.47,Shipped
2695,4984,2025-04-21,47871.78,Pending
2696,3357,2025-09-01,119441.94,Shipped
2697,4392,2025-12-30,14117.74,Completed
2698,2189,2025-11-13,81493.37,Cancelled
2699,2902,2025-01-08,23093.13,Completed
2700,1137,2025-09-05,36491.28,Completed
2701,337,2025-09-02,55327.27,Pending
2702,2964,2025-09-23,27296.96,Shipped
2703,3642,2025-02-11,45881.05,Completed
2704,1337,2025-03-23,29613.56,Shipped
2705,4982,2025-04-04,37634.83,Shipped
2706,1586,2025-07-05,8846.9,Cancelled
2707,2493,2026-02-07,9921.34,Shipped
2708,1082,2025-12-26,12534.6,Pending
2709,4770,2025-03-16,36966.46,Pending
2710,3499,2026-02-09,17481.34,Pending
2711,601,2025-10-03,43156.14,Completed
2712,839,2025-10-30,17246.94,Completed
2713,411,2025-09-19,115573.75,Completed
2714,3415,2025-08-30,22473.9,Cancelled
2715,1197,2025-03-13,59464.36,Shipped
2716,3453,2026-01-25,9044.46,Shipped
2717,4291,2026-03-17,40800.44,Shipped
2718,3932,2026-02-11,48707.96,Shipped
2719,3896,2025-03-18,28680.03,Cancelled
2720,109,2025-07-09,35157.19,Completed
2721,1539,2025-08-08,48290.22,Pending
2722,2401,2025-03-07,16391.01,Shipped
2723,1738,2025-01-02,15353.26,Completed
2724,4253,2025-09-06,36675.68,Completed
2725,4268,2026-02-06,34974.98,Pending
2726,2261,2025-08-08,44284.04,Completed
2727,39,2025-07-16,35342.0,Completed
2728,3498,2026-02-11,58581.09,Completed
2729,206,2026-01-10,5150.19,Completed
2730,4501,2025-10-27,45989.87,Completed
2731,4229,2025-12-12,8542.78,Shipped
2732,2204,2025-03-08,69937.46,Cancelled
2733,426,2025-04-22,3433.46,Completed
2734,815,2025-09-06,37041.36,Pending
2735,3773,2026-01-08,51602.11,Completed
2736,1965,2025-04-04,48647.82,Completed
2737,3878,2025-08-18,0.0,Cancelled
2738,2153,2026-01-15,26939.74,Completed
2739,3995,2025-10-05,81003.97,Shipped
2740,911,2025-06-03,39917.39,Completed
2741,2572,2025-04-23,33829.36,Shipped
2742,4253,2025-05-13,59264.96,Completed
2743,1319,2025-10-27,11835.06,Completed
2744,504,2025-01-07,7722.86,Shipped
2745,4186,2025-11-18,37826.07,Pending
2746,4075,2025-04-10,0.0,Completed
2747,3669,2025-07-23,70525.15,Shipped
2748,2797,2026-02-26,23826.01,Shipped
2749,2814,2025-10-28,96032.9,Completed
2750,4186,2025-09-21,46220.56,Shipped
2751,791,2025-02-13,39278.63,Completed
2752,4078,2025-06-01,89652.04,Completed
2753,1294,2025-06-07,53886.43,Cancelled
2754,1223,2026-03-01,9619.54,Completed
